Collar,Reps,date,Origin,Location,Experiment,timestamp,FCH4,FCO2,SWC,TA,TS
88,1,7/20/2022,g_up,g_up,Control,7/20/2022 9:49,-0.551045,6.23399,0.39766,26.024535,25.6
17,1,7/22/2022,midstream,g_low,Salinity transplant,7/22/2022 10:06,1.38452,3.158945,0.48505,25.42671,24.881665
19,1,7/22/2022,midstream,g_low,Salinity transplant,7/22/2022 9:46,2.69848,5.38107,0.463275,25.312465,25.1
2,3,7/22/2022,g_low,g_low,Salinity transplant,7/22/2022 9:36,0.063295,5.74051,0.49021,25.14619,25.1375
29,1,7/22/2022,upstream,g_low,Salinity transplant,7/22/2022 9:58,196.36634,0.7804,0.642535,25.183825,24.968335
32,1,7/22/2022,upstream,g_low,Salinity transplant,7/22/2022 10:21,3.286315,4.557235,0.435285,26.009115,25.25
4,1,7/22/2022,g_low,g_low,Salinity transplant,7/22/2022 9:50,0.122635,8.290465,0.419,25.19259,25.1
50,1,7/22/2022,g_mid,g_low,Elevation transplant,7/22/2022 10:02,553.04836,0.811945,0.57695,25.112235,24.9
54,1,7/22/2022,g_mid,g_up,Elevation transplant,7/22/2022 9:54,328.565715,1.400165,0.64245,25.24392,25.1
62,1,7/22/2022,g_up,g_low,Elevation transplant,7/22/2022 10:18,1059.64607,8.049415,0.5645,25.812015,25.406665
63,1,7/22/2022,g_up,g_low,Elevation transplant,7/22/2022 10:09,26.043415,4.84461,0.597965,25.628535,24.988335
64,1,7/22/2022,g_up,g_low,Elevation transplant,7/22/2022 9:39,0.06643,3.55042,0.496,25.12638,25.1
71,1,7/22/2022,g_low,g_low,Control,7/22/2022 10:13,16.758905,10.18198,0.572215,25.944755,25.335
72,1,7/22/2022,g_low,g_low,Control,7/22/2022 9:43,13.173495,4.379685,0.468015,25.312065,25.1
41,1,7/27/2022,g_low,g_up,Elevation transplant,7/27/2022 12:01,-0.73069,9.74925,0.449,25.69601,25.741
42,1,7/27/2022,g_low,g_up,Elevation transplant,7/27/2022 11:54,-1.13628,13.74569,0.37253,25.68038,25.566
43,1,7/27/2022,g_low,g_up,Elevation transplant,7/27/2022 11:03,-0.51216,9.51054,0.3951,26.24808,25.9
44,1,7/27/2022,g_low,g_up,Elevation transplant,7/27/2022 11:29,-0.76357,10.60705,0.42066,25.7787,25.6
53,1,7/27/2022,g_mid,g_up,Elevation transplant,7/27/2022 11:47,-0.2422,5.39465,0.46845,25.79584,25.6
54,1,7/27/2022,g_mid,g_up,Elevation transplant,7/27/2022 11:41,-1.3486,12.59763,0.40424,25.70739,25.6
55,1,7/27/2022,g_mid,g_up,Elevation transplant,7/27/2022 11:06,-0.11859,3.37898,0.43506,26.05209,25.6
56,1,7/27/2022,g_mid,g_up,Elevation transplant,7/27/2022 11:33,-1.03132,10.03127,0.40848,25.80271,25.6
57,1,7/27/2022,g_up,g_up,Elevation transplant,7/27/2022 11:19,-0.13326,4.08261,0.41498,25.63837,25.6
58,1,7/27/2022,g_up,g_up,Elevation transplant,7/27/2022 11:00,-0.11341,5.50656,0.426,26.57401,25.9
59,1,7/27/2022,g_up,g_up,Elevation transplant,7/27/2022 12:09,-0.86426,9.5454,0.0018,26.0317,25.6
60,1,7/27/2022,g_up,g_up,Elevation transplant,7/27/2022 10:42,-1.07578,8.41811,0.003,25.80752,25.9
85,1,7/27/2022,g_up,g_up,Control,7/27/2022 10:49,-1.205,9.39754,0.38604,26.48924,25.75
86,1,7/27/2022,g_up,g_up,Control,7/27/2022 11:15,-0.60295,10.21855,0.46318,25.72398,25.52
87,1,7/27/2022,g_up,g_up,Control,7/27/2022 12:03,-0.71066,9.31871,0.467,25.7768,25.6
88,1,7/27/2022,g_up,g_up,Control,7/27/2022 11:26,-0.40273,6.34764,0.43527,25.74539,25.6
17,1,7/29/2022,midstream,g_low,Salinity transplant,7/29/2022 10:38,12.32089,3.408,0.523,25.36259,25.1
18,1,7/29/2022,midstream,g_low,Salinity transplant,7/29/2022 10:21,0.45276,6.15028,0.42784,25.26706,24.9
19,1,7/29/2022,midstream,g_low,Salinity transplant,7/29/2022 10:41,20.96029,6.6472,0.427,25.39099,24.862
2,1,7/29/2022,g_low,g_low,Salinity transplant,7/29/2022 10:47,0.1397,6.64032,0.45682,25.31221,24.7
20,1,7/29/2022,midstream,g_low,Salinity transplant,7/29/2022 11:14,0.63225,3.09306,0.3059,25.78971,25.6
29,2,7/29/2022,upstream,g_low,Salinity transplant,7/29/2022 12:21,2349.96552,1.67677,0.62106,27.35029,26.32475
3,1,7/29/2022,g_low,g_low,Salinity transplant,7/29/2022 10:07,-0.24324,12.31845,0,25.25119,25.09
30,2,7/29/2022,upstream,g_low,Salinity transplant,7/29/2022 11:11,0.72547,5.65384,0.38064,25.78832,25.4
31,1,7/29/2022,upstream,g_low,Salinity transplant,7/29/2022 10:03,-0.50438,11.83214,0.12132,25.10589,24.9
32,1,7/29/2022,upstream,g_low,Salinity transplant,7/29/2022 10:25,2.19433,4.81601,0.491,25.31799,24.9
4,1,7/29/2022,g_low,g_low,Salinity transplant,7/29/2022 10:53,0.20697,8.86634,0.521,25.43345,24.796
49,1,7/29/2022,g_mid,g_low,Elevation transplant,7/29/2022 10:17,1280.28177,0.55147,0.63325,25.06164,24.95
50,1,7/29/2022,g_mid,g_low,Elevation transplant,7/29/2022 10:57,1251.41816,1.64598,0.56001,25.48118,24.9
51,1,7/29/2022,g_mid,g_low,Elevation transplant,7/29/2022 9:56,102.06522,5.13888,0.518,24.69491,24.9
52,1,7/29/2022,g_mid,g_low,Elevation transplant,7/29/2022 11:04,357.16287,1.22674,0.656,25.772,25.02
61,1,7/29/2022,g_up,g_low,Elevation transplant,7/29/2022 10:00,0.24296,4.79691,0.45832,24.81954,24.9
62,1,7/29/2022,g_up,g_low,Elevation transplant,7/29/2022 10:28,17.38663,5.20392,0,25.30515,25.048
63,1,7/29/2022,g_up,g_low,Elevation transplant,7/29/2022 10:34,25.26865,5.37308,0.53899,25.44532,25.1
64,1,7/29/2022,g_up,g_low,Elevation transplant,7/29/2022 10:51,0.18169,3.64223,0.55773,25.37673,24.7
69,1,7/29/2022,g_low,g_low,Control,7/29/2022 10:14,211.32776,1.40212,0,25.06167,25.024
70,1,7/29/2022,g_low,g_low,Control,7/29/2022 10:10,-11.97949,6.58661,0.47948,25.10107,25.1
71,1,7/29/2022,g_low,g_low,Control,7/29/2022 10:31,5.50061,6.21511,0.46492,25.50489,25.1
72,1,7/29/2022,g_low,g_low,Control,7/29/2022 10:44,15.67666,4.64697,0.52153,25.44311,24.7
17,1,8/3/2022,midstream,g_low,Salinity transplant,8/3/2022 10:41,10.085815,4.64125,0.46,26.071515,24.954
18,1,8/3/2022,midstream,g_low,Salinity transplant,8/3/2022 10:14,0.38134,7.68446,0.38,25.914925,25
3,1,8/3/2022,g_low,g_low,Salinity transplant,8/3/2022 9:51,-0.2952,10.0015,0.40826,26.02589,25.6
31,1,8/3/2022,upstream,g_low,Salinity transplant,8/3/2022 9:47,-0.59904,8.754645,0.1274,26.106245,25.6
32,1,8/3/2022,upstream,g_low,Salinity transplant,8/3/2022 10:20,13.21765,16.30168,0.51228,25.66915,24.9
41,1,8/3/2022,g_low,g_up,Elevation transplant,8/3/2022 12:07,-1.16409,13.94115,0.2952,27.93647,26.2
42,1,8/3/2022,g_low,g_up,Elevation transplant,8/3/2022 12:14,-1.45174,16.09708,0.31442,27.884895,26.2
43,1,8/3/2022,g_low,g_up,Elevation transplant,8/3/2022 11:37,-0.721625,12.817415,0.445,27.055185,25.6
44,1,8/3/2022,g_low,g_up,Elevation transplant,8/3/2022 11:05,-0.84965,10.68319,0.43994,26.710045,25.738
49,1,8/3/2022,g_mid,g_low,Elevation transplant,8/3/2022 10:08,186.644515,2.03342,0.439385,25.57331,25.1
51,1,8/3/2022,g_mid,g_low,Elevation transplant,8/3/2022 9:37,13.92691,2.565455,0.4592,25.803095,26.327
53,1,8/3/2022,g_mid,g_up,Elevation transplant,8/3/2022 12:19,-0.3565,7.512695,0.37329,27.879365,26.05
54,1,8/3/2022,g_mid,g_up,Elevation transplant,8/3/2022 11:11,-1.702895,14.507675,0.4425,26.561055,25.6
55,1,8/3/2022,g_mid,g_up,Elevation transplant,8/3/2022 11:32,-0.17899,4.58633,0.45438,26.70667,25.6
56,1,8/3/2022,g_mid,g_up,Elevation transplant,8/3/2022 11:00,-1.97711,15.620785,0.35297,26.568985,25.9
57,1,8/3/2022,g_up,g_up,Elevation transplant,8/3/2022 11:21,-0.13613,4.10941,0.38475,26.78431,25.6
58,1,8/3/2022,g_up,g_up,Elevation transplant,8/3/2022 11:42,-0.423675,7.983915,0.402,27.36199,25.6
59,1,8/3/2022,g_up,g_up,Elevation transplant,8/3/2022 11:59,-1.08248,9.338435,0.2996,28.078625,26.2
60,1,8/3/2022,g_up,g_up,Elevation transplant,8/3/2022 11:52,-2.257345,15.10707,0.20151,27.6804,25.9
61,1,8/3/2022,g_up,g_low,Elevation transplant,8/3/2022 9:42,0.088815,6.63243,0.432775,26.097415,25.8025
62,1,8/3/2022,g_up,g_low,Elevation transplant,8/3/2022 10:25,14.073895,5.56149,0.5365,25.68141,24.9
63,1,8/3/2022,g_up,g_low,Elevation transplant,8/3/2022 10:35,10.250405,6.372495,0.559085,26.273075,25.1
69,1,8/3/2022,g_low,g_low,Control,8/3/2022 10:04,3727.130365,6.454925,0.53011,25.690395,25.3355
70,1,8/3/2022,g_low,g_low,Control,8/3/2022 9:57,1.188685,8.183585,0.433805,25.69265,25.477
71,1,8/3/2022,g_low,g_low,Control,8/3/2022 10:30,13.55647,14.90892,0.34451,26.044575,25.048
85,1,8/3/2022,g_up,g_up,Control,8/3/2022 11:46,-1.87688,10.92193,0.28093,27.87905,25.711
86,1,8/3/2022,g_up,g_up,Control,8/3/2022 11:26,-0.64225,10.33992,0.41799,26.96562,25.6
87,1,8/3/2022,g_up,g_up,Control,8/3/2022 12:03,-0.866935,8.88422,0.32959,27.73968,26.2
88,1,8/3/2022,g_up,g_up,Control,8/3/2022 11:17,-0.598945,7.26565,0.435,26.87372,25.6
19,1,8/5/2022,midstream,g_low,Salinity transplant,8/5/2022 12:33,2.86986,5.60886,0.382125,26.891715,25.9795
2,1,8/5/2022,g_low,g_low,Salinity transplant,8/5/2022 10:51,0.0094,4.81801,0.40227,26.23563,25.7665
20,2,8/5/2022,midstream,g_low,Salinity transplant,8/5/2022 10:41,0.6307,2.30053,0.346255,26.189275,25.9
29,1,8/5/2022,upstream,g_low,Salinity transplant,8/5/2022 12:22,42.60398,0.28075,0.437285,26.43198,25.599
30,1,8/5/2022,upstream,g_low,Salinity transplant,8/5/2022 10:46,0.059465,4.402205,0.362,26.50311,25.9
37,1,8/5/2022,g_low,g_mid,Elevation transplant,8/5/2022 13:56,-0.41591,8.357535,0.26807,28.156275,26.7
38,1,8/5/2022,g_low,g_mid,Elevation transplant,8/5/2022 13:31,-0.11115,5.59356,0.3349,27.63924,26.4
39,1,8/5/2022,g_low,g_mid,Elevation transplant,8/5/2022 13:22,-0.18374,6.32721,0.38069,27.44105,26.398
4,1,8/5/2022,g_low,g_low,Salinity transplant,8/5/2022 12:11,0.827555,10.034615,0.366935,26.52628,25.75
40,1,8/5/2022,g_low,g_mid,Elevation transplant,8/5/2022 12:49,-2.91683,80.25407,0.3987,27.3539,26.2
45,1,8/5/2022,g_mid,g_mid,Elevation transplant,8/5/2022 12:55,-0.006875,4.982445,0.416265,27.13165,26.2
46,1,8/5/2022,g_mid,g_mid,Elevation transplant,8/5/2022 13:11,-0.357265,7.31246,0.30608,27.233815,26.354
47,1,8/5/2022,g_mid,g_mid,Elevation transplant,8/5/2022 13:27,-0.11021,7.123545,0.36279,27.42443,26.4
48,1,8/5/2022,g_mid,g_mid,Elevation transplant,8/5/2022 13:41,-0.0678,4.155885,0.324985,27.56865,26.4
50,1,8/5/2022,g_mid,g_low,Elevation transplant,8/5/2022 12:16,0.482655,0.506465,0.43541,26.27844,25.497
52,1,8/5/2022,g_mid,g_low,Elevation transplant,8/5/2022 12:27,91.060785,1.23953,0.451235,26.62648,25.966
64,1,8/5/2022,g_up,g_low,Elevation transplant,8/5/2022 12:05,0.23917,3.212005,0.35487,26.58289,26.0755
65,1,8/5/2022,g_up,g_mid,Elevation transplant,8/5/2022 13:05,-0.1957,7.24039,0.27328,26.97711,26.2
66,1,8/5/2022,g_up,g_mid,Elevation transplant,8/5/2022 13:46,-0.14114,4.211835,0.173675,27.76727,26.673
67,1,8/5/2022,g_up,g_mid,Elevation transplant,8/5/2022 13:00,-0.27781,8.03685,0.320275,27.12,26.2
68,1,8/5/2022,g_up,g_mid,Elevation transplant,8/5/2022 12:40,0.04714,3.0894,0.4113,27.677225,26.155
72,2,8/5/2022,g_low,g_low,Control,8/5/2022 12:00,14.86066,4.381575,0.336535,26.73837,26.34
81,1,8/5/2022,g_mid,g_mid,Control,8/5/2022 13:16,-0.224165,5.491655,0.33802,27.2911,26.394
82,1,8/5/2022,g_mid,g_mid,Control,8/5/2022 13:51,-0.97404,10.923675,0.3311,27.991205,26.7
83,1,8/5/2022,g_mid,g_mid,Control,8/5/2022 13:35,-0.14774,6.76692,0.34604,27.67139,26.376
84,1,8/5/2022,g_mid,g_mid,Control,8/5/2022 12:45,-0.6792,9.04954,0.401875,27.4144,26.2
17,1,8/10/2022,midstream,g_low,Salinity transplant,8/10/2022 11:11,5.82933,4.50692,0.33895,28.379685,26.87
18,1,8/10/2022,midstream,g_low,Salinity transplant,8/10/2022 10:44,0.22373,7.845875,0.287295,28.65175,27.404
3,1,8/10/2022,g_low,g_low,Salinity transplant,8/10/2022 10:23,-1.01548,10.52227,0.21141,29.03946,28
31,1,8/10/2022,upstream,g_low,Salinity transplant,8/10/2022 10:18,-0.560735,9.113195,0.11127,28.69775,27.94
32,1,8/10/2022,upstream,g_low,Salinity transplant,8/10/2022 10:50,25.40597,17.80424,0.35447,28.27161,27.2
37,1,8/10/2022,g_low,g_mid,Elevation transplant,8/10/2022 12:44,-0.62253,9.44209,0.22625,30.61807,28
38,1,8/10/2022,g_low,g_mid,Elevation transplant,8/10/2022 12:18,-0.32862,6.4376,0.281345,29.13764,27.8
39,1,8/10/2022,g_low,g_mid,Elevation transplant,8/10/2022 12:07,-0.44475,9.31693,0.2766,29.01303,27.5
40,1,8/10/2022,g_low,g_mid,Elevation transplant,8/10/2022 11:36,-2.14418,52.524265,0.26915,28.584715,27.65
45,1,8/10/2022,g_mid,g_mid,Elevation transplant,8/10/2022 11:41,-0.15237,6.304685,0.24503,28.99881,27.5
46,1,8/10/2022,g_mid,g_mid,Elevation transplant,8/10/2022 11:57,-1.00365,12.06966,0.2801,29.27041,27.68
47,1,8/10/2022,g_mid,g_mid,Elevation transplant,8/10/2022 12:13,-0.338175,9.400305,0.246295,29.112905,27.65
48,1,8/10/2022,g_mid,g_mid,Elevation transplant,8/10/2022 12:28,-0.23525,5.06655,0.329475,29.486545,27.7355
49,1,8/10/2022,g_mid,g_low,Elevation transplant,8/10/2022 10:39,227.1681,1.87437,0.314925,28.33263,27.5
51,2,8/10/2022,g_mid,g_low,Elevation transplant,8/10/2022 10:08,46.233205,4.91162,0.18687,28.113015,28.381
61,1,8/10/2022,g_up,g_low,Elevation transplant,8/10/2022 10:13,0.16895,6.860935,0.23314,28.26345,28
62,1,8/10/2022,g_up,g_low,Elevation transplant,8/10/2022 10:55,6.654335,3.52765,0.36349,27.831625,26.912
63,1,8/10/2022,g_up,g_low,Elevation transplant,8/10/2022 11:06,11.047315,6.049845,0.35492,28.48071,26.951
65,1,8/10/2022,g_up,g_mid,Elevation transplant,8/10/2022 11:52,-0.6433,8.20686,0.208765,29.05126,27.5705
66,1,8/10/2022,g_up,g_mid,Elevation transplant,8/10/2022 12:34,-0.555035,5.40922,0.222775,30.10051,27.785
67,1,8/10/2022,g_up,g_mid,Elevation transplant,8/10/2022 11:47,-0.721675,7.86974,0.268405,29.129125,27.5
68,1,8/10/2022,g_up,g_mid,Elevation transplant,8/10/2022 11:26,-0.291955,5.618785,0.302795,28.68948,27.8
69,1,8/10/2022,g_low,g_low,Control,8/10/2022 10:34,5495.456105,3.895545,0.34522,28.26565,27.6095
70,1,8/10/2022,g_low,g_low,Control,8/10/2022 10:28,1.62976,9.930145,0.29405,28.46208,27.9
71,1,8/10/2022,g_low,g_low,Control,8/10/2022 11:00,19.82063,17.518465,0.303655,28.38492,26.9
81,1,8/10/2022,g_mid,g_mid,Control,8/10/2022 12:02,-0.8118,10.0133,0.31992,29.20245,27.5
82,1,8/10/2022,g_mid,g_mid,Control,8/10/2022 12:39,-1.76492,12.006535,0.24475,30.135625,27.969
83,1,8/10/2022,g_mid,g_mid,Control,8/10/2022 12:23,-1.01916,9.47628,0.2456,29.453475,27.7115
84,1,8/10/2022,g_mid,g_mid,Control,8/10/2022 11:30,-1.61446,11.12799,0.33732,28.79892,27.8
19,1,8/17/2022,midstream,g_low,Salinity transplant,8/17/2022 10:47,2.99293,5.98548,0.38258,23.45374,22.725
2,1,8/17/2022,g_low,g_low,Salinity transplant,8/17/2022 10:37,-0.29907,4.60929,0.38739,23.328235,22.896
20,1,8/17/2022,midstream,g_low,Salinity transplant,8/17/2022 10:25,-0.0845,4.472975,0.318895,23.796335,22.578
29,1,8/17/2022,upstream,g_low,Salinity transplant,8/17/2022 11:09,869.702115,0.691625,0.448,23.15357,22.573
30,1,8/17/2022,upstream,g_low,Salinity transplant,8/17/2022 10:31,-0.146005,5.82259,0.36469,23.523805,22.8
4,1,8/17/2022,g_low,g_low,Salinity transplant,8/17/2022 10:57,-0.598555,8.42515,0.37298,23.70796,22.8
41,1,8/17/2022,g_low,g_up,Elevation transplant,8/17/2022 9:50,-1.56036,11.23706,0.2096,22.26584,21.9
42,1,8/17/2022,g_low,g_up,Elevation transplant,8/17/2022 9:40,-1.55747,12.43294,0.2767,22.09662,21.9
43,1,8/17/2022,g_low,g_up,Elevation transplant,8/17/2022 9:13,-0.643365,8.82894,0.25697,21.682655,21.5
44,1,8/17/2022,g_low,g_up,Elevation transplant,8/17/2022 10:16,-0.976405,7.933505,0.30585,22.60009,22.061
50,1,8/17/2022,g_mid,g_low,Elevation transplant,8/17/2022 11:03,43.5953,1.47687,0.40116,23.513715,22.717
52,1,8/17/2022,g_mid,g_low,Elevation transplant,8/17/2022 11:14,847.05288,1.48348,0.43974,23.598475,22.6
53,1,8/17/2022,g_mid,g_up,Elevation transplant,8/17/2022 9:46,-0.47502,6.237285,0.326055,22.006525,21.9
54,1,8/17/2022,g_mid,g_up,Elevation transplant,8/17/2022 10:05,-2.11891,11.38161,0.37025,22.58402,21.9
55,1,8/17/2022,g_mid,g_up,Elevation transplant,8/17/2022 9:35,-0.350665,4.728785,0.364425,22.059085,21.87
56,1,8/17/2022,g_mid,g_up,Elevation transplant,8/17/2022 10:11,-2.72824,17.05939,0.337385,22.68452,21.995
57,1,8/17/2022,g_up,g_up,Elevation transplant,8/17/2022 9:19,-0.298765,4.49807,0.315805,21.891005,21.691
58,1,8/17/2022,g_up,g_up,Elevation transplant,8/17/2022 9:09,-0.8488,11.055685,0.292145,21.53837,21.407
59,1,8/17/2022,g_up,g_up,Elevation transplant,8/17/2022 10:01,0.23028,8.142765,0.285115,22.273815,21.9
60,2,8/17/2022,g_up,g_up,Elevation transplant,8/17/2022 9:03,-2.632975,12.775745,0.202605,21.066335,21.3
64,1,8/17/2022,g_up,g_low,Elevation transplant,8/17/2022 10:52,0.101505,3.883785,0.34923,23.64133,22.783
72,1,8/17/2022,g_low,g_low,Control,8/17/2022 10:42,9.23278,4.400915,0.3731,23.369745,22.8
85,1,8/17/2022,g_up,g_up,Control,8/17/2022 9:00,-2.54329,10.45969,0.27477,21.00153,21.3
86,1,8/17/2022,g_up,g_up,Control,8/17/2022 9:29,-0.598895,6.57598,0.33875,21.999875,21.7
87,1,8/17/2022,g_up,g_up,Control,8/17/2022 9:56,-1.297565,6.789975,0.291345,22.160265,21.9
88,1,8/17/2022,g_up,g_up,Control,8/17/2022 9:24,-0.858,5.633165,0.267835,21.858035,21.7
