LI-8200,CHAMBER,CHAMBER,CHAMBER,CHAMBER,CHAMBER,LI-8200,LI-7810,LI-7810,LI-7810,LI-7810
2022/05/11 10:23:35,17.262670,-9999.000000,0.000000,0.039000,8.130000,19,0.011020,0.006930,0.770120,0.548800
2022/05/11 10:25:00,17.371930,-9999.000000,0.000000,0.038000,8.130000,19,0.010990,0.008300,0.853460,0.557530
2022/05/11 10:27:10,17.742480,-9999.000000,0.000000,-0.008450,9.000000,4,0.137350,0.520970,1.490410,0.797540
2022/05/11 10:28:36,17.541000,-9999.000000,0.000000,0.031000,9.000000,4,0.084690,0.265780,1.418790,0.786800
2022/05/11 10:31:06,17.231680,-9999.000000,0.000000,0.000000,7.630000,52,2.929390,0.994640,0.697700,0.453340
2022/05/11 10:32:31,16.891510,-9999.000000,0.000000,0.037000,7.630000,52,2.813710,0.994120,0.763330,0.504450
2022/05/11 10:34:37,17.197770,-9999.000000,0.000000,0.034000,8.880000,29,3.480910,0.992780,0.612180,0.519440
2022/05/11 10:36:02,16.687650,-9999.000000,0.000000,0.039000,8.880000,29,3.235320,0.995850,0.559000,0.463440
2022/05/11 10:38:08,16.785350,-9999.000000,0.000000,-0.008180,6.250000,50,1.607920,0.990050,0.626240,0.519340
2022/05/11 10:39:34,16.661050,-9999.000000,0.000000,0.031000,6.250000,50,1.280610,0.992110,0.507550,0.414730
2022/05/11 10:41:55,18.435020,-9999.000000,0.000000,0.000000,6.880000,30-2,-0.087290,0.470490,1.921980,0.892450
2022/05/11 10:43:21,18.662900,-9999.000000,0.000000,0.012000,6.880000,30-2,0.003190,0.000720,1.621840,0.906720
2022/05/11 10:45:17,18.003730,-9999.000000,0.000000,0.014000,7.630000,71,8.358480,0.989080,1.788380,0.919880
2022/05/11 10:46:43,17.098740,-9999.000000,0.000000,0.014000,7.630000,71,6.649880,0.998920,1.542660,0.886930
2022/05/11 10:48:47,17.523650,-9999.000000,0.000000,0.000000,8.880000,17,0.487680,0.300150,1.126050,0.726610
2022/05/11 10:50:13,17.403560,-9999.000000,0.000000,0.012000,8.880000,17,0.349660,0.854970,0.902500,0.646040
2022/05/11 10:53:34,17.721370,-9999.000000,0.000000,0.000000,8.630000,639,1.226370,0.987110,1.569600,0.879180
2022/05/11 10:54:59,17.446850,-9999.000000,0.000000,0.008000,8.630000,639,1.041840,0.981250,1.324330,0.810990
2022/05/11 10:56:46,17.665460,-9999.000000,0.000000,0.000000,6.630000,62,2.203290,0.994440,1.718130,0.925640
2022/05/11 10:58:12,17.173800,-9999.000000,0.000000,0.007270,6.630000,62,1.321300,0.994410,1.302390,0.846840
2022/05/11 11:00:09,17.523660,-9999.000000,0.000000,0.008090,5.250000,32,0.936820,0.971950,3.399440,0.958920
2022/05/11 11:01:35,17.406790,-9999.000000,0.000000,0.005000,5.250000,32,0.510020,0.950590,2.084450,0.938280
2022/05/11 11:03:30,18.079260,-9999.000000,0.000000,0.003000,11.000000,20,-0.119460,0.469750,2.753750,0.918400
2022/05/11 11:04:55,18.401760,-9999.000000,0.000000,0.001000,11.000000,20,-0.106700,0.470800,2.795820,0.947020
2022/05/11 11:06:52,19.072760,-9999.000000,0.000000,0.000000,7.630000,18,2.420100,0.947400,1.772780,0.894050
2022/05/11 11:08:18,19.042430,-9999.000000,0.000000,0.000000,7.630000,18,0.921550,0.869860,1.530090,0.900400
2022/05/11 11:10:20,18.480820,-9999.000000,0.000000,0.000000,9.000000,693,19.762710,0.995860,1.363230,0.804390
2022/05/11 11:11:45,17.819180,-9999.000000,0.000000,0.001000,9.000000,693,16.233140,0.961030,1.207720,0.844630
2022/05/11 11:13:44,17.933040,-9999.000000,0.000000,0.000000,8.130000,49,42.546350,0.997890,1.040240,0.808130
2022/05/11 11:15:10,18.230580,-9999.000000,0.000000,0.000000,8.130000,49,41.576980,0.997050,1.075480,0.829960
2022/05/11 11:17:58,19.160000,-9999.000000,0.000000,0.000000,8.380000,70,-0.188940,0.683620,2.098390,0.887920
2022/05/11 11:19:22,20.396300,-9999.000000,0.000000,0.000000,8.380000,70,0.000000,0.000000,0.000000,0.000000
2022/05/11 11:21:19,19.563100,-9999.000000,0.000000,0.000000,8.750000,3,-0.088200,0.449690,1.493660,0.897480
2022/05/11 11:22:44,19.824360,-9999.000000,0.000000,0.000000,8.750000,3,-0.051980,0.216090,1.906220,0.891020
2022/05/11 11:24:44,20.052430,-9999.000000,0.000000,0.000000,8.380000,31,-0.216930,0.812690,1.615980,0.905450
2022/05/11 11:26:09,20.467480,-9999.000000,0.000000,0.000000,8.380000,31,-0.243140,0.874400,1.805430,0.920690
2022/05/11 11:28:25,19.701830,-9999.000000,0.000000,0.000000,8.130000,69,-0.137960,0.717320,1.726370,0.944050
2022/05/11 11:29:50,19.954900,-9999.000000,0.000000,0.000000,8.130000,69,-0.172090,0.732840,1.604960,0.922070
2022/05/11 11:32:18,18.598350,-9999.000000,0.000000,0.008000,8.000000,51,0.304110,0.876230,3.239760,0.979360
2022/05/11 11:33:43,18.408530,-9999.000000,0.000000,0.012000,8.000000,51,0.245430,0.805330,2.747010,0.969570
2022/05/11 11:37:18,18.505060,-9999.000000,0.000000,0.028000,9.000000,57,-0.322580,0.901660,2.960860,0.971610
2022/05/11 11:38:44,18.699150,-9999.000000,0.000000,0.024000,9.000000,57,-0.333730,0.916210,3.114160,0.972640
2022/05/11 11:40:32,18.796290,-9999.000000,0.000000,0.016000,9.250000,88,-0.368890,0.923460,2.321040,0.961010
2022/05/11 11:41:58,18.870660,-9999.000000,0.000000,0.021000,9.250000,88,-0.359490,0.950170,2.294710,0.973480
2022/05/11 11:43:39,18.631940,-9999.000000,0.000000,0.000000,8.380000,44,-1.006110,0.988830,6.530570,0.992920
2022/05/11 11:45:04,18.647990,-9999.000000,0.000000,0.015000,8.380000,44,0.000000,0.000000,0.000000,0.000000
2022/05/11 11:47:26,18.409760,-9999.000000,0.000000,0.021000,9.380000,56,-0.564740,0.957530,3.609660,0.981070
2022/05/11 11:48:51,18.552350,-9999.000000,0.000000,0.021000,9.380000,56,-0.558480,0.948980,3.528480,0.977240
2022/05/11 11:51:01,18.895650,-9999.000000,0.000000,0.000000,8.250000,54,-0.821570,0.960220,3.921920,0.967070
2022/05/11 11:52:26,18.730650,-9999.000000,0.000000,0.013000,8.250000,54,-1.005520,0.988070,4.641510,0.987490
2022/05/11 11:54:35,18.975970,-9999.000000,0.000000,0.000000,9.250000,53,-0.327740,0.888730,3.104060,0.969260
2022/05/11 11:56:01,18.837700,-9999.000000,0.000000,0.015000,9.250000,53,-0.329910,0.904690,2.999690,0.979270
2022/05/11 11:58:24,19.021260,-9999.000000,0.000000,0.010000,10.500000,42,-0.957830,0.948640,5.912190,0.949920
2022/05/11 11:59:50,18.957510,-9999.000000,0.000000,0.010000,10.500000,42,-0.746370,0.962010,4.123460,0.956190
2022/05/11 12:01:59,19.344710,-9999.000000,0.000000,0.000000,8.500000,87,-0.186740,0.733370,1.096880,0.827020
2022/05/11 12:03:24,19.252210,-9999.000000,0.000000,0.011000,8.500000,87,-0.210540,0.822800,1.207340,0.883040
2022/05/11 12:05:11,19.064060,-9999.000000,0.000000,0.009550,7.500000,55,-0.261230,0.890090,1.441130,0.943750
2022/05/11 12:06:37,19.185490,-9999.000000,0.000000,0.012000,7.500000,55,-0.226910,0.867180,1.484850,0.928270
2022/05/11 12:08:30,19.635520,-9999.000000,0.000000,0.011000,7.750000,43,-0.580470,0.953550,2.612200,0.960070
2022/05/11 12:09:55,19.474490,-9999.000000,0.000000,0.009000,7.750000,43,-0.612090,0.979540,2.721480,0.968360
2022/05/11 12:11:33,20.264630,-9999.000000,0.000000,0.007000,9.130000,58,-0.061510,0.283100,1.136820,0.831810
2022/05/11 12:12:59,20.896950,-9999.000000,0.000000,0.006000,9.130000,58,-0.087840,0.463430,1.419390,0.928550
2022/05/11 12:14:43,20.548050,-9999.000000,0.000000,0.001000,8.250000,85,-0.478410,0.957940,2.597440,0.970940
2022/05/11 12:16:08,20.026150,-9999.000000,0.000000,0.001550,8.250000,85,-0.496560,0.966650,2.591770,0.972510
2022/05/11 12:17:45,19.511230,-9999.000000,0.000000,0.000000,8.750000,60,-0.349460,0.935480,1.906590,0.959130
2022/05/11 12:19:10,19.513620,-9999.000000,0.000000,0.009450,8.750000,60,-0.391250,0.955860,2.232030,0.953230
2022/05/11 12:21:06,19.830450,-9999.000000,0.000000,0.000000,8.130000,59,-0.275280,0.902290,1.820450,0.937470
2022/05/11 12:22:31,20.175200,-9999.000000,0.000000,0.016000,8.130000,59,-0.223440,0.893310,1.962640,0.964260
2022/05/11 12:24:08,19.868640,-9999.000000,0.000000,0.022590,10.250000,86,-0.389090,0.928210,2.858880,0.968130
2022/05/11 12:25:33,19.916070,-9999.000000,0.000000,0.014000,10.250000,86,-0.455620,0.969740,3.461910,0.987710
2022/05/11 12:27:26,20.652280,-9999.000000,0.000000,0.012000,9.880000,41,-0.402710,0.956630,3.780560,0.978110
2022/05/11 12:28:51,20.508680,-9999.000000,0.000000,0.012000,9.880000,41,-0.433060,0.943290,3.815140,0.987440
2022/05/13 08:55:57,17.203870,-9999.000000,0.000000,0.000000,8.250000,66,6.811620,0.946560,7.251390,0.987720
2022/05/13 08:57:21,17.241480,-9999.000000,0.015000,0.372000,8.250000,66,-12.636640,0.988250,2.557460,0.911270
2022/05/13 08:59:13,16.987980,-9999.000000,0.010000,0.347000,9.000000,37,-32.931170,0.999250,-3.138100,0.896290
2022/05/13 09:00:38,16.976280,-9999.000000,0.011000,0.366000,9.000000,37,-37.461650,0.999760,-6.821470,0.982870
2022/05/13 09:11:56,16.903000,-9999.000000,0.000910,0.036360,9.000000,37-2,-0.633710,0.953340,5.391980,0.967490
2022/05/13 09:13:21,16.841150,-9999.000000,0.005000,0.219000,9.000000,37-2,-0.793920,0.951030,6.639630,0.957920
2022/05/13 09:15:23,16.755220,-9999.000000,0.007000,0.243000,8.250000,66-2,-0.189720,0.710850,3.257340,0.950600
2022/05/13 09:16:48,16.720490,-9999.000000,0.007000,0.252000,8.250000,66-2,-0.241040,0.775990,3.572750,0.968200
2022/05/13 09:18:29,16.744200,-9999.000000,0.000000,0.000000,8.250000,82,-1.142830,0.939500,7.892180,0.949490
2022/05/13 09:19:55,16.680250,-9999.000000,0.005000,0.258000,8.250000,82,-0.784890,0.974860,5.277760,0.984350
2022/05/13 09:21:45,16.750720,-9999.000000,0.001000,0.071000,9.130000,48,-0.095990,0.377750,2.975550,0.941510
2022/05/13 09:23:10,16.720150,-9999.000000,0.002000,0.088000,9.130000,48,-0.056260,0.147430,2.550450,0.917240
2022/05/13 09:25:05,16.842870,-9999.000000,0.000000,0.053000,8.000000,83,-0.484610,0.910560,4.844710,0.976430
2022/05/13 09:26:31,16.772300,-9999.000000,0.000000,0.076000,8.000000,83,-0.431530,0.931060,4.127340,0.965790
2022/05/13 09:28:16,16.792120,-9999.000000,0.000000,0.093000,9.250000,38,-0.364010,0.848630,4.384030,0.956480
2022/05/13 09:29:42,16.695850,-9999.000000,0.000000,0.095000,9.250000,38,0.000000,0.000000,0.000000,0.000000
2022/05/13 09:31:28,16.749750,-9999.000000,0.000000,0.000000,8.750000,81,-0.352130,0.819270,3.696900,0.933070
2022/05/13 09:32:54,16.628950,-9999.000000,0.000000,0.068050,8.750000,81,-0.298880,0.676760,3.425350,0.948750
2022/05/13 09:35:16,16.836630,-9999.000000,0.000000,0.045000,8.500000,39,-0.406090,0.884550,4.779380,0.916890
2022/05/13 09:36:41,16.668910,-9999.000000,0.000000,0.053000,8.500000,39,-0.349130,0.905920,3.859040,0.972230
2022/05/13 09:38:25,16.799990,-9999.000000,0.000000,0.000000,9.130000,46,-0.227040,0.771410,3.533250,0.963540
2022/05/13 09:39:50,16.807000,-9999.000000,0.000000,0.067090,9.130000,46,-0.361410,0.876070,4.465700,0.973750
2022/05/13 09:41:43,16.925350,-9999.000000,0.000000,0.000000,8.250000,67,-0.361310,0.890050,3.868950,0.954770
2022/05/13 09:43:09,16.819520,-9999.000000,0.000000,0.060000,8.250000,67,-0.219960,0.756530,3.182290,0.965490
2022/05/13 09:44:54,16.919210,-9999.000000,0.000000,0.063680,9.880000,65,-0.158840,0.703130,3.404160,0.953230
2022/05/13 09:46:19,16.901190,-9999.000000,0.000000,0.060000,9.880000,65,-0.045560,0.162750,2.765590,0.948320
2022/05/13 09:48:21,16.920950,-9999.000000,0.000000,0.000000,9.130000,45,-0.138350,0.619370,5.263450,0.969390
2022/05/13 09:49:46,16.888270,-9999.000000,0.000000,0.059000,9.130000,45,-0.115280,0.541670,3.391560,0.957540
2022/05/13 09:51:26,16.960400,-9999.000000,0.000000,0.000000,8.500000,40,-0.789070,0.955600,7.807140,0.988670
2022/05/13 09:52:52,16.868580,-9999.000000,0.000000,0.031180,8.500000,40,-0.655380,0.941420,6.859400,0.991570
2022/05/13 09:54:29,16.968230,-9999.000000,0.000000,0.000000,8.630000,84,-0.895320,0.939260,6.100000,0.946870
2022/05/13 09:55:55,16.885820,-9999.000000,0.000000,0.054000,8.630000,84,-0.808030,0.974690,5.178190,0.975490
2022/05/13 09:57:32,16.972720,-9999.000000,0.000000,0.000000,8.250000,68,-0.124070,0.561190,2.324440,0.929420
2022/05/13 09:58:57,16.957240,-9999.000000,0.000000,0.054230,8.250000,68,-0.121560,0.490990,2.293100,0.926560
2022/05/20 09:35:18,22.313470,-9999.000000,0.017000,0.317000,7.750000,43,-0.756360,0.976980,7.552340,0.988700
2022/05/20 09:36:44,22.216020,-9999.000000,0.016000,0.320000,7.750000,43,-0.614130,0.976550,6.548340,0.994840
2022/05/20 09:38:20,22.414960,-9999.000000,0.028000,0.375000,7.500000,55,-0.464500,0.968890,6.641980,0.966490
2022/05/20 09:39:45,22.314160,-9999.000000,0.022000,0.336000,7.500000,55,-0.407740,0.953210,5.915930,0.991190
2022/05/20 09:41:20,22.505720,-9999.000000,0.029000,0.410000,9.130000,58,-0.234730,0.778720,5.469110,0.965800
2022/05/20 09:42:46,22.644090,-9999.000000,0.030000,0.401000,9.130000,58,-0.213710,0.859960,4.206630,0.975200
2022/05/20 09:44:23,22.701880,-9999.000000,0.018000,0.334000,8.250000,85,-0.719380,0.984260,5.372920,0.992400
2022/05/20 09:45:50,22.689110,-9999.000000,0.018000,0.332000,8.250000,85,-0.661660,0.984770,4.670420,0.989960
2022/05/20 09:47:29,22.677140,-9999.000000,0.029000,0.295000,8.750000,60,-0.411580,0.932020,4.903820,0.981200
2022/05/20 09:48:54,22.542230,-9999.000000,0.030000,0.298000,8.750000,60,-0.369080,0.947910,4.027220,0.987070
2022/05/20 09:50:29,22.581770,-9999.000000,0.032000,0.398000,8.130000,59,-0.473880,0.942050,5.911610,0.983280
2022/05/20 09:51:53,22.723280,-9999.000000,0.033000,0.399000,8.130000,59,-0.352060,0.924380,4.117300,0.986570
2022/05/20 09:53:26,22.816370,-9999.000000,0.022000,0.322000,8.500000,87,-0.718230,0.974330,6.374380,0.978220
2022/05/20 09:54:51,22.732380,-9999.000000,0.022000,0.320000,8.500000,87,-0.675730,0.966860,5.496950,0.988100
2022/05/20 09:56:25,22.860010,-9999.000000,0.020000,0.336000,9.880000,41,-0.679010,0.960900,6.538840,0.964990
2022/05/20 09:57:51,22.817590,-9999.000000,0.020000,0.338000,9.880000,41,-0.660010,0.973010,5.719530,0.988680
2022/05/20 09:59:24,22.931970,-9999.000000,0.022000,0.326000,10.500000,42,-1.271080,0.985520,8.107590,0.982940
2022/05/20 10:00:49,22.994800,-9999.000000,0.023000,0.330000,10.500000,42,-1.074040,0.991040,6.752400,0.989210
2022/05/20 10:02:23,23.085730,-9999.000000,0.031000,0.359000,9.250000,53,-0.335260,0.927260,6.066220,0.984990
2022/05/20 10:03:48,22.691400,-9999.000000,0.030000,0.362000,9.250000,53,-0.214630,0.812850,4.115420,0.971710
2022/05/20 10:05:26,22.961240,-9999.000000,0.024000,0.325000,8.250000,54,-1.237430,0.981210,7.647180,0.985630
2022/05/20 10:06:51,22.994430,-9999.000000,0.026000,0.329000,8.250000,54,0.000000,0.000000,0.000000,0.000000
2022/05/20 10:08:26,23.101670,-9999.000000,0.043000,0.416000,9.380000,56,-0.372240,0.894100,4.481940,0.970700
2022/05/20 10:09:51,23.196010,-9999.000000,0.042000,0.420000,9.380000,56,-0.320190,0.913670,3.762890,0.971190
2022/05/20 10:11:26,23.289170,-9999.000000,0.016000,0.312000,8.380000,44,-0.731760,0.970850,7.444670,0.985700
2022/05/20 10:12:51,23.560870,-9999.000000,0.015000,0.313000,8.380000,44,-0.638690,0.958810,6.438180,0.984030
2022/05/20 10:14:29,23.484200,-9999.000000,0.028000,0.373000,9.250000,88,-0.487420,0.926690,5.832840,0.970500
2022/05/20 10:15:56,23.346490,-9999.000000,0.028000,0.376000,9.250000,88,-0.434760,0.922190,5.249610,0.981050
2022/05/20 10:17:32,23.292280,-9999.000000,0.021000,0.315000,9.000000,57,-0.335920,0.889200,5.156770,0.975190
2022/05/20 10:18:58,23.133240,-9999.000000,0.021000,0.315000,9.000000,57,-0.308660,0.867470,4.932520,0.981390
2022/05/20 10:20:31,23.375590,-9999.000000,0.025000,0.366000,10.250000,86,-0.558410,0.936740,5.938470,0.975240
2022/05/20 10:21:57,23.443020,-9999.000000,0.025000,0.368000,10.250000,86,-0.475960,0.905920,5.010740,0.968050
2022/05/20 10:24:26,23.634900,-9999.000000,0.026000,0.375000,9.880000,65,0.000000,0.000000,0.000000,0.000000
2022/05/20 10:25:51,23.462320,-9999.000000,0.027000,0.379000,9.880000,65,-0.228810,0.783480,5.238050,0.970830
2022/05/20 10:27:29,23.537060,-9999.000000,0.028000,0.321000,9.130000,48,-0.292150,0.802580,4.006400,0.955200
2022/05/20 10:28:54,23.368580,-9999.000000,0.028000,0.321000,9.130000,48,-0.190120,0.574190,3.065480,0.916340
2022/05/20 10:30:28,23.522150,-9999.000000,0.033000,0.372000,8.000000,83,-0.544840,0.932970,6.175010,0.973190
2022/05/20 10:31:53,23.498220,-9999.000000,0.033000,0.375000,8.000000,83,-0.429800,0.886570,4.811070,0.965800
2022/05/20 10:33:27,23.581870,-9999.000000,0.012000,0.262000,9.250000,38,-0.472080,0.874900,6.153080,0.968780
2022/05/20 10:34:53,23.508810,-9999.000000,0.012000,0.264000,9.250000,38,-0.398340,0.862430,5.436810,0.969940
2022/05/20 10:36:28,23.474520,-9999.000000,0.032000,0.368000,10.250000,47,-0.358710,0.789050,8.507100,0.981390
2022/05/20 10:37:53,23.428850,-9999.000000,0.031000,0.371000,10.250000,47,-0.399890,0.864510,8.769610,0.985300
2022/05/20 10:39:30,23.749590,-9999.000000,0.032000,0.377000,8.250000,82,-0.998520,0.967500,8.692700,0.977980
2022/05/20 10:40:55,24.070810,-9999.000000,0.022000,0.372000,8.250000,82,-0.730400,0.959660,6.264730,0.974170
2022/05/20 10:42:32,24.492930,-9999.000000,0.024000,0.322000,8.250000,66,-0.188800,0.585970,3.014950,0.914270
2022/05/20 10:43:57,24.579400,-9999.000000,0.022000,0.316000,8.250000,66,-0.178470,0.553110,2.671140,0.890710
2022/05/20 10:45:31,24.436370,-9999.000000,0.018000,0.336000,9.000000,37,-0.577080,0.940060,5.471980,0.966290
2022/05/20 10:46:56,24.291780,-9999.000000,0.021000,0.349000,9.000000,37,-0.638620,0.925450,6.019390,0.972680
2022/05/20 10:48:32,24.535810,-9999.000000,0.017000,0.326000,8.500000,39,-0.411430,0.811260,6.078010,0.959280
2022/05/20 10:49:58,24.123930,-9999.000000,0.015000,0.304000,8.500000,39,0.000000,0.000000,0.000000,0.000000
2022/05/20 10:51:31,24.109880,-9999.000000,0.027000,0.372000,8.750000,81,-0.462530,0.896070,5.168580,0.965730
2022/05/20 10:52:57,24.071850,-9999.000000,0.026000,0.377000,8.750000,81,-0.464680,0.883920,4.693300,0.955030
2022/05/20 10:54:32,24.365750,-9999.000000,0.021000,0.349000,9.130000,46,-0.550280,0.920090,6.796220,0.975560
2022/05/20 10:55:58,24.485160,-9999.000000,0.021000,0.350000,9.130000,46,-0.513440,0.925830,6.099100,0.975460
2022/05/20 10:57:31,24.583080,-9999.000000,0.022000,0.353000,8.250000,67,-0.409580,0.861160,4.736850,0.945320
2022/05/20 10:58:57,24.387740,-9999.000000,0.022000,0.353000,8.250000,67,-0.323290,0.791900,3.812590,0.948290
2022/05/20 12:10:21,25.814600,-9999.000000,0.020000,0.398000,9.130000,45,-0.222890,0.370050,6.287000,0.936340
2022/05/20 12:11:46,25.755420,-9999.000000,0.020000,0.397000,9.130000,45,-0.145980,0.254440,4.805410,0.897310
2022/05/20 12:13:20,25.871160,-9999.000000,0.018000,0.321000,8.500000,40,-0.672090,0.896170,9.456880,0.977970
2022/05/20 12:14:45,25.894160,-9999.000000,0.017000,0.314000,8.500000,40,0.000000,0.000000,0.000000,0.000000
2022/05/20 12:16:23,25.844500,-9999.000000,0.032000,0.376000,8.630000,84,-0.765090,0.911240,6.773360,0.948170
2022/05/20 12:17:49,25.706860,-9999.000000,0.031000,0.380000,8.630000,84,-0.703960,0.893740,6.038260,0.943540
2022/05/20 12:19:22,26.049880,-9999.000000,0.030000,0.387000,8.250000,68,-0.156370,0.313040,3.160450,0.828090
2022/05/20 12:20:49,25.910070,-9999.000000,0.031000,0.387000,8.250000,68,-0.144340,0.283870,3.050700,0.833340
2022/05/20 12:23:01,25.627320,-9999.000000,0.000000,0.000000,6.250000,50,3.686160,0.984540,0.837790,0.523080
2022/05/20 12:24:27,25.005240,-9999.000000,0.030000,0.494000,6.250000,50,3.429750,0.992240,0.821820,0.487730
2022/05/20 12:26:28,25.193850,-9999.000000,0.039000,0.512000,7.630000,52,9.250260,0.996680,2.117530,0.764950
2022/05/20 12:27:53,24.920340,-9999.000000,0.037000,0.515000,7.630000,52,4.913990,0.994150,1.689660,0.684040
2022/05/20 12:29:27,25.081900,-9999.000000,0.033000,0.544000,8.880000,29,33.798060,0.994020,1.610340,0.633800
2022/05/20 12:30:52,25.014780,-9999.000000,0.033000,0.544000,8.880000,29,22.777180,0.991250,1.450870,0.574070
2022/05/20 12:32:28,25.281170,-9999.000000,0.015000,0.393000,9.000000,4,0.791970,0.939960,5.871410,0.956930
2022/05/20 12:33:53,25.318890,-9999.000000,0.011000,0.393000,9.000000,4,0.594870,0.904130,4.650180,0.933570
2022/05/20 12:35:34,25.517700,-9999.000000,0.000000,0.000000,8.630000,64,1.999050,0.932430,2.420920,0.822050
2022/05/20 12:36:58,25.388830,-9999.000000,0.019000,0.407000,8.630000,64,1.452730,0.950920,2.088290,0.749720
2022/05/20 12:38:37,25.618870,-9999.000000,0.000000,0.000000,8.130000,19,0.372160,0.687640,3.517320,0.889550
2022/05/20 12:40:02,25.588950,-9999.000000,0.014000,0.440000,8.130000,19,0.191040,0.421410,3.686790,0.884740
2022/05/20 12:41:37,25.532430,-9999.000000,0.000000,0.000000,7.380000,72,1.590970,0.966900,4.385610,0.930200
2022/05/20 12:43:02,25.562410,-9999.000000,0.021000,0.477000,7.380000,72,1.425060,0.975530,3.693010,0.905320
2022/05/20 12:44:38,25.538520,-9999.000000,0.000000,0.000000,9.380000,2,-0.342130,0.525560,3.552310,0.844580
2022/05/20 12:46:01,25.200190,-9999.000000,0.009000,0.238000,9.380000,2,0.758670,0.653180,2.759230,0.758720
2022/05/20 12:47:38,25.400190,-9999.000000,0.000000,0.000000,6.880000,30,-0.096920,0.240080,1.497150,0.556920
2022/05/20 12:49:01,25.573830,-9999.000000,0.021000,0.352000,6.880000,30,-0.038760,0.051660,2.329940,0.743790
2022/05/20 12:50:35,25.795640,-9999.000000,0.023000,0.373000,11.000000,20,-0.088920,0.173830,4.667390,0.932860
2022/05/20 12:52:00,25.851980,-9999.000000,0.022000,0.376000,11.000000,20,-0.143990,0.290390,5.040670,0.939450
2022/05/20 12:53:36,25.790740,-9999.000000,0.000000,0.000000,5.250000,32,2.400280,0.992460,9.197280,0.977800
2022/05/20 12:55:02,25.583660,-9999.000000,0.038000,0.496000,5.250000,32,3.077840,0.995600,7.093780,0.972560
2022/05/20 12:56:38,25.533690,-9999.000000,0.000000,0.000000,6.630000,62,52.417160,0.941730,6.998970,0.764440
2022/05/20 12:58:03,25.479510,-9999.000000,0.029000,0.453000,6.630000,62,34.156630,0.998660,6.403530,0.960180
2022/05/20 12:59:40,25.815730,-9999.000000,0.000000,0.000000,8.630000,639,4.356710,0.978170,3.988280,0.893590
2022/05/20 13:01:06,25.793760,-9999.000000,0.043000,0.544270,8.630000,639,2.581360,0.981600,3.454600,0.865130
2022/05/20 13:02:41,26.017750,-9999.000000,0.007000,0.212000,8.880000,17,0.879350,0.930540,1.692540,0.578610
2022/05/20 13:04:06,26.076130,-9999.000000,0.029860,0.466140,8.880000,17,0.919020,0.938440,2.594230,0.770280
2022/05/20 13:05:40,26.299010,-9999.000000,0.001000,0.023000,7.630000,71,8.180540,0.983220,5.824460,0.937210
2022/05/20 13:07:06,26.520800,-9999.000000,0.028000,0.457590,7.630000,71,34.885200,0.991470,5.943880,0.941860
2022/05/20 13:09:09,26.993960,-9999.000000,-0.010730,-0.130730,9.000000,693,188.741770,0.950390,2.806240,0.786930
2022/05/20 13:10:35,26.602020,-9999.000000,0.044000,0.570000,9.000000,693,118.704100,0.991830,2.307750,0.742150
2022/05/20 13:12:11,26.752450,-9999.000000,0.045450,0.576450,8.380000,70,0.469210,0.283660,4.968050,0.913430
2022/05/20 13:13:36,26.898450,-9999.000000,0.022000,0.431000,8.380000,70,0.583100,0.661250,4.047700,0.885490
