"","id","P","k","k0","ml_k","net"
"1","17",14.9255309093036,-14.9765169106185,-9.89807530691503,-44.9295507318554,-30.0040198225518
"2","18",7.29431518794538,8.10225190355667,-10.6849864017031,24.30675571067,31.6010708986154
"3","19",33.0211172967384,-1.82060967081157,-15.3696029333614,-5.46182901243472,27.5592882843037
"4","2",7.17850884117338,-14.7921487608142,-13.3742496256414,-44.3764462824426,-37.1979374412692
"5","20",28.0210440699676,-17.0254287074538,-11.9120864577933,-51.0762861223615,-23.0552420523939
"6","29",54.7819870515087,-44.6075601058409,-8.62126871107683,-133.822680317523,-79.0406932660142
"7","3",10.8449835465416,12.2708553186383,-15.038249386658,36.8125659559148,47.6575495024564
"8","30",10.9194281208055,-0.659584578154894,-7.25181271337897,-1.97875373446468,8.94067438634081
"9","31",14.8896105392781,-2.05091107956139,-13.0938675070446,-6.15273323868416,8.7368773005939
"10","32",7.343008806494,4.27241656665777,-12.6027649842278,12.8172496999733,20.1602585064673
"11","4",33.2285565078224,-18.8697628702848,-3.21898002248297,-56.6092886108544,-23.380732103032
"12","41",3.60807801352499,17.292089289851,-12.8756723230013,51.8762678695531,55.4843458830781
"13","42",40.1114429832647,-36.3848820974692,-12.8827934285715,-109.154646292407,-69.0432033091428
"14","43",37.0632575752064,-15.7127731151786,-14.7112408982755,-47.1383193455358,-10.0750617703294
"15","44",0,-5.43625120033675,-12.138199553046,-16.3087536010103,-16.3087536010103
"16","49",39.3294938656263,-40.1763971223025,-5.8907067466856,-120.529191366907,-81.1996975012811
"17","50",57.9695511550985,-57.0375631084823,-10.2605850445837,-171.112689325447,-113.143138170348
"18","51",5.93015750998387,-14.387874068489,-14.8921010265867,-43.1636222054671,-37.2334646954832
"19","52",93.6743675081788,-39.3780457209743,11.9730570740736,-118.134137162923,-24.4597696547441
"20","53",27.2136975383677,-16.0869678095569,-9.29800401734339,-48.2609034286708,-21.0472058903032
"21","54",0,-58.5149065761243,-19.4820546547262,-175.544719728373,-175.544719728373
"22","55",0,-19.7623906963761,-13.0564505937943,-59.2871720891283,-59.2871720891283
"23","56",30.5602060056347,-14.3567281046626,-12.1244707964563,-43.0701843139877,-12.509978308353
"24","58",0,-6.74621287728518,-15.3755877583619,-20.2386386318556,-20.2386386318556
"25","59",0,-11.693291425324,-14.6918833967472,-35.0798742759721,-35.0798742759721
"26","60",0,-26.095050416566,-16.4249443609295,-78.2851512496979,-78.2851512496979
"27","61",9.83403253690306,1.29280773853303,-12.1852908602991,3.8784232155991,13.7124557525022
"28","62",20.5857707810276,-36.2626753843021,-8.39850570258675,-108.788026152906,-88.2022553718787
"29","63",5.04572527789857,-8.76001964606719,-7.43988918525,-26.2800589382016,-21.234333660303
"30","64",0,-18.530951751953,-8.81930619276727,-55.5928552558589,-55.5928552558589
"31","69",8.01104387605335,-14.9292155663088,-8.38052832411234,-44.7876466989266,-36.7766028228732
"32","70",22.65833384772,-17.8920498844552,-2.79663025918661,-53.6761496533657,-31.0178158056457
"33","71",13.1576719686502,0.561918541172423,-10.5058834742458,1.68575562351727,14.8434275921675
"34","72",20.2543403013978,-5.91923269596086,-11.2493443270665,-17.7576980878826,2.49664221351523
"35","85",21.367058336247,-22.3105867074732,-8.31133294298383,-66.9317601224195,-45.5647017861725
"36","86",33.7306179846545,11.089379406792,-29.3702194535159,33.2681382203761,66.9987562050306
"37","87",27.3881370812132,-16.5251143485811,-12.1359708616061,-49.5753430457432,-22.18720596453
