"","id","P","k","P5","k5","k0"
"1","17",13.9492159378256,-14.9769181290503,13.9492159378256,-14.9769181290503,-11.2065635293575
"2","18",6.81712225839367,8.10228625167159,6.81712225839367,8.10228625167159,-12.1192708455787
"3","19",30.8621114158216,-1.82145191801946,30.8621114158216,-1.82145191801946,-17.8844461794741
"4","2",7.2915899455504,-4.22539794966632,7.2915899455504,-4.22539794966632,-13.7896684254353
"5","20",26.1875346569003,-17.0248646206804,26.1875346569003,-17.0248646206804,-13.7124917811804
"6","29",51.1998490903829,-44.6098028890001,51.1998490903829,-44.6098028890001,-10.1900506204305
"7","3",10.1352019038285,12.272159355216,10.1352019038285,12.272159355216,-16.8922846165631
"8","30",10.2050794315185,-0.659618340779716,7.99349879529068,8.31402291556929,-8.23604690463582
"9","31",13.9156002029781,-2.05090481556629,13.9156002029781,-2.05090481556629,-14.5782782234375
"10","32",6.86308385110491,4.27186357708093,6.86308385110491,4.27186357708093,-13.2465814341733
"11","4",31.0547207930942,-18.8697696142155,30.9589583881129,-12.6039731092533,-3.85194051267354
"12","41",0,-39.0371914940534,0,-26.3604921987544,-13.8491027571211
"13","42",37.486957348153,-36.3839652890226,37.486957348153,-36.3839652890226,-14.2993289613766
"14","43",34.6393122667264,-15.7136501032703,34.6393122667264,-15.7136501032703,-16.5602376866159
"15","44",0,-5.43625015670761,0,1.81906583688834,-12.201358829885
"16","49",36.7565793234194,-40.1762691821219,36.7565793234194,-40.1762691821219,-7.30521816914084
"17","50",54.1773644241647,-57.03742970272,54.1773644241647,-57.03742970272,-12.1635728584797
"18","51",5.54149309213947,-14.3923197933946,5.54149309213947,-14.3923197933946,-15.2262565741612
"19","52",87.5458016150566,-39.3778555170254,87.5458016150566,-39.3778555170254,10.919967515713
"20","53",25.4335986732227,-16.0873630498684,24.2372069210514,-13.3775775000387,-10.9688731603136
"21","54",0,-58.5148798035327,0,-58.5148798035327,-20.7423448187603
"22","55",0,-19.7623904878395,0,-19.7623904878395,-13.2794520994709
"23","56",28.5612782872441,-14.3571364826914,28.5612782872441,-14.3571364826914,-14.2457256816863
"24","58",0,-6.74621459463128,0,-6.74621459463128,-14.9442664902568
"25","59",0,-11.6932809238227,0,-11.6932809238227,-14.9562336724488
"26","60",0,-26.095016554309,0,-26.095016554309,-17.0028267567637
"27","61",9.19033557334805,1.29334149348287,9.19033557334805,1.29334149348287,-12.7722197089087
"28","62",19.2390826489156,-36.2632888627836,19.2390826489156,-36.2632888627836,-9.66385943156624
"29","63",0,-21.0889478436558,0,-16.6836488208873,-7.88652754790326
"30","64",0,-18.5309423545774,0,-18.5309423545774,-8.92424262465658
"31","69",7.48640038916634,-14.932337733438,7.48640038916634,-14.932337733438,-8.58960670542177
"32","70",21.1760359213343,-17.8920899260469,21.7156328781828,-11.7984284861832,-3.31188913712746
"33","71",12.2968859018533,0.561926281015792,12.2968859018533,0.561926281015792,-12.4194382113758
"34","72",18.9297703000614,-5.92027336598749,18.9297703000614,-5.92027336598749,-13.4820288672432
"35","85",19.9692037003906,-22.3105390518025,19.5406540932078,-15.835224885498,-9.55626623349068
"36","86",31.5233383227732,11.0900557276899,31.5233383227732,11.0900557276899,-33.5554990563735
"37","87",25.5960589021562,-16.5246347482007,25.5960589021562,-16.5246347482007,-14.062918123156
