"","id","P","k","k0","ml_k","net"
"1","17",14.9255955569822,-14.9767616287647,-28.3268621356982,-131.795502333129,-116.869906776147
"2","18",0,-81.2054564908982,-32.7247544667707,-714.608017119904,-714.608017119904
"3","19",24.7230529536524,-125.772299678918,-66.5261441704772,-1106.79623717448,-1082.07318422082
"4","2",3.44476219541528,-26.8782022533933,-75.5651634531142,-236.528179829861,-233.083417634446
"5","20",28.0208956224435,-17.0252041743088,-40.1633468526766,-149.821796733917,-121.800901111474
"6","29",54.7838289348018,-44.6111119303675,-49.056384976037,-392.577784987234,-337.793956052433
"7","3",0,-89.3498638601203,-63.3607698316171,-786.278801969059,-786.278801969059
"8","30",3.07171588195221,-49.5646259665119,-28.9813215304528,-436.168708505305,-433.096992623353
"9","31",4.32696996133506,-83.1981162697504,-47.0806378734509,-732.143423173804,-727.816453212469
"10","32",0,-42.0303018263444,-61.5083245148579,-369.86665607183,-369.86665607183
"11","4",33.2285662429159,-18.8697905580202,-11.241022819777,-166.054156910578,-132.825590667662
"12","41",0,-39.0371987706769,-55.2333900219774,-343.527349181957,-343.527349181957
"13","42",40.1116572151171,-36.3849932051848,-36.0023759827454,-320.187940205626,-280.076282990509
"14","43",37.0630763141681,-15.7127480141571,-54.6802758823549,-138.272182524582,-101.209106210414
"15","44",1.70024482895869,17.7025374820527,-68.5771948931875,155.782329842064,157.482574671022
"16","49",39.3294970854307,-40.1764118283618,-23.709111253422,-353.552424089584,-314.222927004154
"17","50",57.9693128014429,-57.037020575998,-40.1368147259411,-501.925781068783,-443.95646826734
"18","51",5.92856763243669,-14.3940250910863,-81.019460831647,-126.667420801559,-120.738853169123
"19","52",0.00151616873826572,386.526473412743,386.539105275717,3401.43296603214,3401.43448220088
"20","53",27.2137334200296,-16.0870328742309,-28.2194686611983,-141.565889293232,-114.352155873203
"21","54",0,-58.5149087103187,-78.7555669044145,-514.931196650805,-514.931196650805
"22","55",0,-19.7623904698705,-74.1642421822193,-173.90903613486,-173.90903613486
"23","56",30.5599632463532,-14.3567019344935,-35.9413926993771,-126.338977023543,-95.7790137771894
"24","58",4.65778743951218,22.6333798534439,-140.191911759581,199.173742710306,203.831530149819
"25","59",1.31938848584999,30.8009675424599,-66.9573614157061,271.048514373647,272.367902859497
"26","60",0,-26.0950478057318,-96.6921161031481,-229.63642069044,-229.63642069044
"27","61",1.48398574749926,-37.4036008344012,-76.2663860240044,-329.151687342731,-327.667701595231
"28","62",20.5857679239546,-36.2627234826753,-22.7549558990769,-319.111966647543,-298.526198723588
"29","63",0,-21.0889542365841,-43.6197361926047,-185.58279728194,-185.58279728194
"30","64",0,-18.5309425039979,-64.6706894754462,-163.072294035182,-163.072294035182
"31","69",8.01097650509317,-14.9295235085237,-71.1952429902853,-131.379806875009,-123.368830369916
"32","70",22.6583045529982,-17.8919879629919,-7.97173209362906,-157.449494074329,-134.791189521331
"33","71",13.1576489738285,0.561935513572902,-30.7998609763879,4.94503251944153,18.10268149327
"34","72",20.2548886517744,-5.92025783409257,-33.6541577791449,-52.0982689400146,-31.8433802882402
"35","85",21.36709136566,-22.3106917697944,-20.7298355672796,-196.334087574191,-174.966996208531
"36","86",0,-215.491153141097,-116.518253790035,-1896.32214764165,-1896.32214764165
"37","87",27.3878624827739,-16.5248141027005,-36.216000790662,-145.418364103765,-118.030501620991
