Collar,Rep,datetime,FCH4,r2,ts_2,SWC
120,1,2/21/2020 11:48,-1.03936,0.99095,6.6,0
120,1,2/21/2020 11:50,-0.96488,0.98135,6.7,0.152
120,1,3/26/2020 11:02,-0.51939,0.9487,13.3,0
120,1,3/26/2020 11:03,-0.7506,0.97438,13.28636,0
120,1,5/20/2020 11:23,-2.11635,0.9888,13.7,0.324
120,1,5/20/2020 11:24,-1.89844,0.99659,13.7,0.324
119,1,1/24/2020 15:56,-2.5281,0.98136,10.6,0
119,1,1/24/2020 15:57,0,0,10.4,0
119,1,2/21/2020 11:51,0,0,6.7,0.16364
119,1,2/21/2020 11:53,-0.82242,0.91111,6.9,0
119,1,3/26/2020 10:52,-0.74567,0.97565,12.3,0
119,1,3/26/2020 10:53,-1.01404,0.98406,12.37273,0
119,1,5/20/2020 11:16,-2.16008,0.97816,13.7,0.055
119,1,5/20/2020 11:18,-1.96769,0.99559,13.7,0.26
118,1,1/24/2020 16:07,-1.19799,0.98466,9.6,0
118,1,1/24/2020 16:08,-0.99211,0.98769,9.5,0
118,1,2/21/2020 11:55,-0.91372,0.98058,7,0
118,1,2/21/2020 11:56,-0.73854,0.90744,6.9,0.001
118,1,3/26/2020 10:55,-0.43366,0.96,12.67727,0
118,1,3/26/2020 10:57,-0.53517,0.96339,12.8,0
118,1,5/20/2020 11:26,-1.69053,0.99419,13.7,0.303
118,1,5/20/2020 11:28,-1.64032,0.99624,13.7,0.305
117,1,1/24/2020 15:59,-2.2428,0.99384,10.3,0
117,1,1/24/2020 16:01,-1.67442,0.9957,10.3,0.001
117,1,2/21/2020 11:45,-1.30079,0.98753,6.3,0
117,1,2/21/2020 11:47,-1.37505,0.9651,6.24545,0
117,1,3/26/2020 10:59,-0.93336,0.98814,12.8,0
117,1,3/26/2020 11:00,-0.80839,0.97702,13.1,0
117,1,5/20/2020 11:19,-2.26871,0.998,13.5,0.26
117,1,5/20/2020 11:21,-2.2753,0.99738,13.5,0.282
116,1,1/14/2020 15:00,-1.73253,0.75778,10.3,0
116,1,1/14/2020 15:01,-1.33496,0.72859,10.2,0
116,1,2/21/2020 12:25,-0.6647,0.94283,5.4,0
116,1,2/21/2020 12:26,-0.66673,0.97483,5.6,0
116,1,3/26/2020 8:16,-1.09071,0.9828,12.6,0.013
116,1,3/26/2020 8:17,0,0,12.10909,0.00955
115,1,1/14/2020 14:50,-1.93485,0.79669,11.75455,0.05518
115,1,1/14/2020 14:51,-1.07415,0.66181,11.3,0.037
115,1,2/21/2020 12:28,-0.85024,0.9459,6.3,0
115,1,2/21/2020 12:30,-0.82921,0.97992,6.57273,0
115,1,3/26/2020 8:21,-1.68527,0.97773,10.7,0.003
115,1,3/26/2020 8:22,-1.09076,0.92397,10.30909,0.00355
114,1,1/14/2020 14:53,-1.90601,0.84237,11.1,0.021
114,1,1/14/2020 14:54,-1.10985,0.5322,10.8,0.014
114,1,2/21/2020 12:35,-0.83326,0.97844,7.4,0
114,1,2/21/2020 12:36,-0.79429,0.97979,7.6,0
114,1,3/26/2020 8:29,-1.45359,0.95458,8.5,0.001
114,1,3/26/2020 8:30,-0.88479,0.97908,8.3,0.001
113,1,1/14/2020 14:56,-1.31609,0.76077,10.6,0
113,1,1/14/2020 14:57,-0.72782,0.52418,10.4,0.015
113,1,2/21/2020 12:31,0,0,7.1,0
113,1,2/21/2020 12:33,-0.62271,0.96586,7.3,0
113,1,3/26/2020 8:25,-1.32953,0.96026,9.3,0.003
113,1,3/26/2020 8:26,-0.857,0.90453,9.01364,0.001
112,1,1/14/2020 15:13,-3.11503,0.93079,9.6,0
112,1,1/14/2020 15:14,-2.04562,0.86674,9.6,0
112,1,2/21/2020 12:48,-0.91883,0.96644,7.6,0
112,1,2/21/2020 12:49,0,0,7.5,0
112,1,3/26/2020 8:43,-1.95931,0.98797,7.6,0
112,1,3/26/2020 8:45,-1.67374,0.99247,7.4,0
111,1,1/14/2020 15:03,-4.06846,0.97039,10.1,0
111,1,1/14/2020 15:05,-2.66947,0.91752,9.88182,0
111,1,2/21/2020 12:38,0,0,8,0
111,1,2/21/2020 12:40,-2.11089,0.99256,7.8,0
111,1,3/26/2020 8:33,-3.94226,0.93262,8.1,0
111,1,3/26/2020 8:34,-2.20586,0.99082,7.6,0
110,1,1/14/2020 15:07,0,0,9.8,0
110,1,1/14/2020 15:08,-1.39264,0.80697,9.7,0
110,1,2/21/2020 12:41,-0.26294,0.84723,7.8,0
110,1,2/21/2020 12:43,-0.57991,0.92094,8.1,0
110,1,3/26/2020 8:36,-1.83341,0.99298,7.5,0
110,1,3/26/2020 8:38,-1.41541,0.99127,7.5,0
109,1,1/14/2020 15:10,0,0,9.7,0
109,1,1/14/2020 15:11,-2.6938,0.92217,9.7,0
109,1,2/21/2020 12:45,0,0,8.22273,-0.03682
109,1,2/21/2020 12:46,-1.50884,0.98912,7.8,0.16
109,1,3/26/2020 8:40,-1.78285,0.97171,7.5,0
109,1,3/26/2020 8:41,-1.56522,0.99586,7.6,0
108,1,2/20/2020 14:55,-0.28381,0.86567,4.3,0
108,1,2/20/2020 14:56,-0.40434,0.95742,4.3,0
108,1,4/3/2020 11:14,-0.15552,0.77337,14.7,0.288
108,1,4/3/2020 11:16,0,0,14.7,0.281
107,1,2/20/2020 15:41,-0.30321,0.93271,4.2,0
107,1,2/20/2020 15:43,-0.36952,0.92964,4.2,0
107,1,4/3/2020 11:36,-0.13081,0.63371,15,0.34
107,1,4/3/2020 11:37,0,0,15.2,0.34673
106,1,2/20/2020 14:41,-0.23351,0.87701,4.7,0
106,1,2/20/2020 14:42,-0.36602,0.94628,4.8,0
106,1,4/3/2020 10:39,0,0,16.2,0.37
106,1,4/3/2020 10:41,-0.32971,0.90461,16,0.369
105,1,2/20/2020 15:19,-0.70333,0.97804,4.4,0
105,1,2/20/2020 15:21,-0.8631,0.98239,4.3,0
105,1,4/3/2020 10:57,-0.29172,0.86192,13.8,0.302
105,1,4/3/2020 10:59,-0.33172,0.92757,13.8,0.302
104,1,2/20/2020 13:40,-0.22335,0.81406,5.7,0
104,1,2/20/2020 13:41,-0.2617,0.8331,5.6,0
103,1,2/20/2020 14:25,-0.53186,0.97855,4.5,0
103,1,2/20/2020 14:26,0,0,4.6,0
103,1,4/3/2020 11:56,-0.47241,0.94947,15.7,0.3885
103,1,4/3/2020 11:57,-0.54158,0.96331,15.7,0.387
102,1,2/20/2020 14:16,-0.77892,0.98646,4.6,0
102,1,2/20/2020 14:18,-0.95191,0.98745,4.5,0
101,1,2/20/2020 13:24,-0.54081,0.96338,8.9,0
101,1,2/20/2020 13:26,-0.54944,0.98113,8.4,0
100,1,2/21/2020 11:00,-0.26677,0.88461,6,0.005
100,1,2/21/2020 11:02,-0.23861,0.90391,6.07727,0.00255
99,1,2/21/2020 11:04,-0.1138,0.51568,6.2,0.00427
99,1,2/21/2020 11:05,-0.13804,0.71128,6.3,0
98,1,2/21/2020 10:35,0.27244,0.77822,7.6,0.128
98,1,2/21/2020 10:36,0.15052,0.70818,7.3,0.111
97,1,2/21/2020 11:21,-0.31956,0.90347,6.6,0
97,1,2/21/2020 11:23,-0.44555,0.95365,6.5,0.116
96,1,2/21/2020 13:39,0.00179,0.00036,8.9,0
96,1,2/21/2020 13:41,0.03248,0.11609,8.52273,0.11068
95,1,2/21/2020 13:53,-0.9903,0.9922,7.2,0.124
95,1,2/21/2020 13:54,-1.15375,0.99057,7.3,0.126
94,1,2/21/2020 13:15,-0.53862,0.88087,10.7,0.01
94,1,2/21/2020 13:17,-0.52437,0.94292,10.4,0.078
93,1,2/21/2020 12:55,0.01985,0.03115,8.2,0
93,1,2/21/2020 12:57,0.04922,0.14364,7.94545,0
92,1,2/20/2020 11:37,-0.15663,0.70969,5.3,0
92,1,2/20/2020 11:39,0,0,5.3,0
91,1,2/20/2020 11:20,0.3941,0.85956,5.7,0
91,1,2/20/2020 11:21,0.11828,0.72273,5.5,0
90,1,2/20/2020 11:13,0.01849,0.03184,6.2,0
90,1,2/20/2020 11:14,0.00328,0.00119,6.1,0
89,1,2/20/2020 12:28,-0.04959,0.21833,5.3,0
89,1,2/20/2020 12:29,-0.06138,0.1176,5.2,0
88,1,1/31/2020 11:37,-0.30223,0.87135,8.1,0.035
88,1,1/31/2020 11:38,-0.37498,0.90151,7.8,0.188
88,1,2/20/2020 15:09,-0.45725,0.94215,4.5,0
88,1,2/20/2020 15:10,-0.54458,0.96918,4.5,0
88,1,4/3/2020 10:50,-0.34763,0.92765,14.3,0.358
88,1,4/3/2020 10:52,-0.30569,0.8561,14.1,0.36
88,1,5/6/2020 11:39,-0.10207,0.41648,11.5,0.054
88,1,5/6/2020 11:41,-0.01801,0.01786,11.5,0.049
87,1,1/31/2020 12:49,-0.70592,0.97217,6.4,0
87,1,1/31/2020 12:50,-0.76137,0.95909,6.5,0
87,1,2/20/2020 15:48,-0.56125,0.97066,4.3,0
87,1,2/20/2020 15:50,-0.60043,0.98093,4.2,0
87,1,4/3/2020 11:29,0,0,15.5,0.34
87,1,4/3/2020 11:30,-0.48752,0.92704,15.4,0.35355
87,1,5/6/2020 11:17,-0.03056,0.04201,11.9,0.069
87,1,5/6/2020 11:18,0.0014,0.00013,11.7,0.071
86,1,1/31/2020 12:08,0,0,6.1,0
86,1,1/31/2020 12:10,-0.45524,0.92894,6.1,0
86,1,2/20/2020 15:05,-0.49686,0.96626,4.5,0
86,1,2/20/2020 15:07,-0.55274,0.96858,4.5,0
86,1,4/3/2020 11:04,-0.37817,0.91877,14,0.35
86,1,4/3/2020 11:06,-0.37712,0.878,13.8,0.353
86,1,5/6/2020 11:02,-0.03679,0.07208,11.9,0.016
86,1,5/6/2020 11:03,-0.03244,0.05124,11.9,0.154
85,1,1/31/2020 12:29,-0.76259,0.98197,6.3,0
85,1,1/31/2020 12:30,-0.94213,0.98103,6.3,0
85,1,2/20/2020 15:30,-0.66398,0.97326,4.4,0
85,1,2/20/2020 15:32,-0.70219,0.98602,4.4,0
85,1,4/3/2020 11:43,-0.5394,0.95153,16,0.036
85,1,4/3/2020 11:44,-0.67794,0.96826,16,0.34
85,1,5/6/2020 10:41,-0.25557,0.85119,13.7,0.457
85,1,5/6/2020 10:42,-0.21625,0.8164,13.5,0.457
84,1,1/30/2020 17:02,-1.45019,0.98585,4.2,0
84,1,1/30/2020 17:04,-1.43372,0.98947,4.2,0
84,1,2/20/2020 14:33,-0.617,0.97424,4.6,0
84,1,2/20/2020 14:35,-0.94008,0.98818,4.7,0
84,1,4/3/2020 11:53,-0.61075,0.97059,15.8,0.063
84,1,4/3/2020 11:54,0,0,15.8,0.393
84,1,5/6/2020 12:44,-0.98509,0.97966,11.9,0.212
84,1,5/6/2020 12:45,-1.04403,0.98717,11.9,0.077
83,1,1/30/2020 16:39,-0.5193,0.94696,4.8,0
83,1,1/30/2020 16:40,-0.5117,0.95865,4.7,0
83,1,2/20/2020 13:47,-0.25352,0.88694,5,0
83,1,2/20/2020 13:48,0,0,5,0
83,1,4/3/2020 12:30,-0.10991,0.65332,16,0.391
83,1,4/3/2020 12:31,-0.11775,0.54785,16.15909,0.39659
83,1,5/6/2020 12:07,-0.37027,0.89142,11.5,0
83,1,5/6/2020 12:08,-0.20746,0.68452,11.5,0.034
82,1,1/30/2020 16:25,-0.97501,0.98376,5.2,0
82,1,1/30/2020 16:27,-1.04899,0.98948,5.1,0
82,1,2/20/2020 13:33,0,0,7,0
82,1,2/20/2020 13:34,-0.8415,0.98652,6.7,0
82,1,4/3/2020 12:40,-0.71031,0.97898,17,-0.03355
82,1,4/3/2020 12:41,-0.85989,0.98747,17,0.346
82,1,5/6/2020 11:51,-0.82016,0.97455,11.5,0.04441
82,1,5/6/2020 11:53,-0.61576,0.95916,11.5,0.047
81,1,1/30/2020 16:09,-1.0364,0.98341,7.1,0
81,1,1/30/2020 16:10,-0.9202,0.98049,6.9,0
81,1,2/20/2020 13:59,-0.61242,0.95967,5.1,0
81,1,2/20/2020 14:00,-0.72142,0.98489,5.1,0
81,1,4/3/2020 12:19,-0.41222,0.93537,15.7,0.305
81,1,4/3/2020 12:21,-0.60811,0.98725,15.7,0.308
81,1,5/6/2020 12:18,-0.56731,0.95709,12,0.043
81,1,5/6/2020 12:20,-0.42243,0.92074,12,0.052
80,1,1/24/2020 15:09,-1.85058,0.9896,11.3,0
80,1,1/24/2020 15:11,-1.6138,0.99187,11.1,0.008
80,1,2/21/2020 11:38,-1.00065,0.97498,6.6,0
80,1,2/21/2020 11:40,-1.16144,0.95019,6.6,0.003
80,1,3/26/2020 10:42,-0.98898,0.96877,12.4,0
80,1,3/26/2020 10:43,0,0,12.4,0
80,1,5/20/2020 11:03,-1.17486,0.98261,13.7,0.314
80,1,5/20/2020 11:04,0,0,13.7,0.316
79,1,1/24/2020 15:23,0.27339,0.26419,11.1,0.014
79,1,1/24/2020 15:24,-0.35707,0.94201,11.1,0.025
79,1,2/21/2020 11:15,-0.93129,0.96201,6.6,0
79,1,2/21/2020 11:16,-0.99736,0.96991,6.6,0
79,1,3/26/2020 10:25,-0.68736,0.93508,11.3,0
79,1,3/26/2020 10:26,-0.65129,0.92692,11.6,0
79,1,5/20/2020 10:53,-0.5842,0.96217,13.8,0.3
79,1,5/20/2020 10:54,0,0,13.8,0.304
78,1,1/24/2020 15:30,-0.02724,0.04223,10.8,0.04
78,1,1/24/2020 15:32,-0.07522,0.29295,11,0.06
78,1,2/21/2020 10:50,-0.1079,0.4625,5.9,0.302
78,1,2/21/2020 10:51,-0.11443,0.53458,5.9,0.039
78,1,3/26/2020 10:08,0.07992,0.30149,11,0
78,1,3/26/2020 10:09,-0.03596,0.09378,11,0
78,1,5/20/2020 10:44,0.11276,0.54096,13.4,0.489
78,1,5/20/2020 10:45,0.04144,0.16698,13.5,0.487
77,1,1/24/2020 14:58,-0.5688,0.94369,12.3,0.136
77,1,1/24/2020 14:59,-0.44992,0.96527,12.1,0.138
77,1,2/21/2020 11:24,-0.2421,0.77213,6.5,0.132
77,1,2/21/2020 11:26,-0.28735,0.90377,6.7,0.192
77,1,3/26/2020 10:31,-0.13138,0.54796,13.3,0
77,1,3/26/2020 10:33,-0.21885,0.8522,13.3,0
77,1,5/20/2020 10:59,-0.344,0.91221,13.7,0.41909
77,1,5/20/2020 11:01,-0.29185,0.92065,13.7,0.304
76,1,1/14/2020 15:31,-0.51901,0.3875,9.2,0.002
76,1,1/14/2020 15:32,-0.36892,0.13981,9.2,0.002
76,1,2/21/2020 13:05,-0.42283,0.92915,9.3,0.069
76,1,2/21/2020 13:07,-0.49427,0.9435,9.9,0.054
76,1,3/26/2020 8:59,-0.66888,0.95856,8,0
76,1,3/26/2020 9:01,-0.51554,0.97087,7.8,0
76,1,5/20/2020 10:02,-0.59354,0.9582,13.1,0.005
76,1,5/20/2020 10:03,-0.58142,0.97429,13.3,0.31955
75,1,1/14/2020 16:01,-0.05188,0.00286,9.3,0
75,1,1/14/2020 16:03,0.30074,0.08617,9.2,0
75,1,2/21/2020 13:45,-0.00835,0.01075,7.6,0.13
75,1,2/21/2020 13:47,0.02274,0.05347,7.5,0.008
75,1,3/26/2020 9:35,0.0725,0.30273,10.6,0
75,1,3/26/2020 9:37,0.03387,0.11485,10.6,0
75,1,5/20/2020 9:29,0.00887,0.00845,14.3,0.265
75,1,5/20/2020 9:30,0.01002,0.00826,14,0.392
74,1,1/14/2020 15:38,-0.11709,0.03446,9.1,0
74,1,1/14/2020 15:39,-0.13691,0.02708,9.1,0
74,1,2/21/2020 13:12,-0.06584,0.25146,10.3,0
74,1,2/21/2020 13:14,-0.09722,0.43555,10.4,0.004
74,1,3/26/2020 9:07,-0.06369,0.30292,8.6,0.158
74,1,3/26/2020 9:08,-0.0565,0.1928,8.6,0.139
74,1,5/20/2020 9:52,-0.14878,0.66913,13.5,0.169
74,1,5/20/2020 9:54,-0.07715,0.33566,13.5,0.401
73,1,1/14/2020 15:45,-0.33934,0.2179,9.2,0
73,1,1/14/2020 15:46,-0.32294,0.13121,9.2,0
73,1,2/21/2020 13:22,-0.07959,0.18832,10.1,0.006
73,1,2/21/2020 13:23,-0.14368,0.54919,9.9,0.008
73,1,3/26/2020 9:24,-0.08865,0.44954,10.6,0
73,1,3/26/2020 9:26,-0.17705,0.81224,10.7,0
73,1,5/20/2020 9:42,-0.3279,0.90043,13.7,0.44645
73,1,5/20/2020 9:44,-0.29943,0.86825,13.7,0.378
72,1,1/17/2020 11:34,-0.18075,0.78852,3.8,0
72,1,1/17/2020 11:35,-0.22741,0.808,3.9,0
72,1,2/20/2020 11:27,-0.01872,0.03264,5.1,0
72,1,2/20/2020 11:28,-0.05571,0.25101,5.04091,0
72,1,4/3/2020 13:58,0.01263,0.01483,18,0.557
72,1,4/3/2020 14:00,-0.03653,0.08979,18.2,0.557
72,1,5/7/2020 7:50,0.1333,0.49203,10.2,0.033
72,1,5/7/2020 7:52,0.13577,0.48738,10.2,0.032
71,1,1/17/2020 11:15,1.42113,0.97502,3.5,0.006
71,1,1/17/2020 11:16,2.68256,0.95189,3.5,0.002
71,1,2/20/2020 11:48,0.50026,0.92321,5.3,0
71,1,2/20/2020 11:49,0.50862,0.94337,5.2,0.194
71,1,4/3/2020 13:38,0.13784,0.5424,16.5,0.123
71,1,4/3/2020 13:39,0.03612,0.07297,16.7,0.523
71,1,5/7/2020 8:08,1.5432,0.96159,10.4,0
71,1,5/7/2020 8:09,1.29278,0.98627,10.3,0.015
70,1,1/17/2020 10:51,-0.0786,0.18775,6.2,0
70,1,1/17/2020 10:52,0,0,5.98182,0.03964
70,1,2/20/2020 12:18,0,0,5,0
70,1,2/20/2020 12:19,-0.07519,0.08037,5,0
70,1,4/3/2020 13:13,-0.01409,0.03031,17.2,0.297
70,1,4/3/2020 13:14,-0.03187,0.08006,17.3,0.459
70,1,5/7/2020 8:36,0.99203,0.88845,10.8,0.008
70,1,5/7/2020 8:37,0.36396,0.86267,11,0.007
69,1,2/20/2020 11:56,-0.09226,0.38914,5.14091,0
69,1,2/20/2020 11:57,-0.18476,0.71361,5.3,0
69,1,4/3/2020 13:31,-0.03482,0.06427,17.2,0.542
69,1,4/3/2020 13:32,-0.05665,0.16119,17.2,0.542
69,1,5/7/2020 8:15,0.31891,0.82798,10.6,0.008
69,1,5/7/2020 8:16,0.2545,0.7245,10.6,0.009
68,1,1/30/2020 17:06,-1.23688,0.98536,4.3,0
68,1,1/30/2020 17:07,0,0,4.3,0
68,1,2/20/2020 14:37,-0.51864,0.96942,4.7,0
68,1,2/20/2020 14:38,-0.58179,0.9643,4.8,0
68,1,4/3/2020 11:49,-0.52504,0.9544,15.8,0.302
68,1,4/3/2020 11:51,-0.57301,0.95467,15.8,0.305
68,1,5/6/2020 12:47,-0.47895,0.9457,12,0.033
68,1,5/6/2020 12:49,-0.41361,0.88135,12,0.03
67,1,1/30/2020 16:43,-0.56591,0.97377,4.7,0
67,1,1/30/2020 16:44,0,0,4.6,0
67,1,2/20/2020 14:09,-0.63735,0.97989,5,0
67,1,2/20/2020 14:11,-0.60808,0.97758,4.9,0
67,1,4/3/2020 12:07,-0.55916,0.95544,16,0.293
67,1,4/3/2020 12:08,-0.72188,0.98466,15.8,0.273
67,1,5/6/2020 12:33,-0.44901,0.91344,12,0.014
67,1,5/6/2020 12:34,-0.42137,0.94589,11.9,0.04
66,1,1/30/2020 16:34,-0.49028,0.95019,4.7,0
66,1,1/30/2020 16:35,-0.51879,0.95717,4.8,0
66,1,2/20/2020 13:36,-0.35667,0.90177,6.4,0
66,1,2/20/2020 13:38,0,0,6,0
66,1,4/3/2020 12:36,-0.20319,0.74492,16.7,-9999
66,1,4/3/2020 12:38,-1.02602,0.9527,16.7,0.012
66,1,5/6/2020 11:48,-0.36927,0.8959,11.5,0.039
66,1,5/6/2020 11:49,0,0,11.5,0.044
65,1,1/30/2020 16:47,-0.53738,0.96192,4.5,0
65,1,1/30/2020 16:49,-0.54025,0.95457,4.4,0
65,1,2/20/2020 14:13,-0.43751,0.95866,4.7,0
65,1,2/20/2020 14:14,-0.44841,0.93999,4.7,0
65,1,4/3/2020 12:10,-0.09403,0.53199,15.7,0.416
65,1,4/3/2020 12:12,-0.2518,0.89118,15.7,0.418
65,1,5/6/2020 12:29,-0.12294,0.49239,12,0.00195
65,1,5/6/2020 12:31,-0.12843,0.53006,12,0.081
64,1,1/17/2020 11:30,-0.31364,0.89636,3.5,0
64,1,1/17/2020 11:32,-0.35104,0.87282,3.6,0.001
64,1,2/20/2020 11:16,-0.08753,0.42088,5.95909,0
64,1,2/20/2020 11:17,-0.18078,0.74336,5.8,0
64,1,4/3/2020 13:55,-0.02329,0.04741,17.9,0.331
64,1,4/3/2020 13:57,-0.05185,0.16617,18,0.333
64,1,5/7/2020 7:44,0.01047,0.00614,9.9,0.042
64,1,5/7/2020 7:45,-0.00238,0.00033,10.2,0.039
63,1,1/17/2020 11:18,0.15149,0.63478,3.5,0
63,1,1/17/2020 11:19,0.17131,0.53669,3.6,0
63,1,2/20/2020 11:44,-0.09903,0.50713,5.3,0
63,1,2/20/2020 11:46,-0.13142,0.4837,5.3,0
63,1,4/3/2020 13:41,-0.01696,0.02669,17,0.435
63,1,4/3/2020 13:43,-0.01975,0.04076,17,0.439
63,1,5/7/2020 8:04,0.12931,0.48828,10.3,0.015
63,1,5/7/2020 8:06,0.11645,0.45554,10.3,0.015
62,1,1/17/2020 11:01,-0.14392,0.48826,4.6,0.006
62,1,1/17/2020 11:03,-0.12123,0.73197,4.4,0.012
62,1,2/20/2020 12:00,-0.05275,0.38482,5.4,0
62,1,2/20/2020 12:01,-0.06204,0.51499,5.3,0
62,1,4/3/2020 13:27,-0.09145,0.42531,17.55455,0.56055
62,1,4/3/2020 13:28,-0.07338,0.30965,17.3,0.544
62,1,5/7/2020 8:18,0.31488,0.87869,10.61818,0.01064
62,1,5/7/2020 8:20,0.26148,0.84475,10.8,0.009
61,1,1/17/2020 10:41,-0.23563,0.8759,9.8,0.403
61,1,1/17/2020 10:43,-0.40569,0.88066,9,0.037
61,1,2/20/2020 12:31,-0.56763,0.95905,5.1,0
61,1,2/20/2020 12:33,-0.70688,0.98304,5,0
61,1,4/3/2020 13:02,-0.46766,0.9464,16.7,0.323
61,1,4/3/2020 13:03,-0.64003,0.98103,16.7,0.33264
61,1,5/7/2020 8:46,-0.31223,0.8286,11.2,0.005
61,1,5/7/2020 8:48,-0.31925,0.69389,11.2,0.005
60,1,1/31/2020 12:33,-1.17018,0.98688,6.4,0
60,1,1/31/2020 12:35,-1.03967,0.98307,6.32273,0
60,1,2/20/2020 15:34,-0.81149,0.9897,4.3,0
60,1,2/20/2020 15:35,-0.88754,0.99331,4.3,0
60,1,4/3/2020 11:39,-0.43781,0.95799,15.44091,0.33182
60,1,4/3/2020 11:40,0,0,15.7,0.313
60,1,5/6/2020 10:36,-0.67723,0.97429,14.41364,0.403
60,1,5/6/2020 10:38,-0.41115,0.93414,14.1,0.402
59,1,1/31/2020 12:39,-0.68968,0.95754,6.2,0
59,1,1/31/2020 12:41,-0.65534,0.95084,6.2,0
59,1,2/20/2020 15:38,-0.47321,0.9604,4.2,0
59,1,2/20/2020 15:39,-0.51936,0.97218,4.2,0
59,1,4/3/2020 11:32,-0.49036,0.9599,15.4,0.313
59,1,4/3/2020 11:34,-0.31319,0.9028,15.2,0.314
59,1,5/6/2020 11:13,-0.16568,0.59828,11.7,0.081
59,1,5/6/2020 11:14,-0.10027,0.46679,11.7,0.07482
58,1,1/31/2020 12:24,0,0,6.2,0
58,1,1/31/2020 12:26,0,0,6.2,0
58,1,2/20/2020 15:27,-0.42697,0.96131,4.3,0
58,1,2/20/2020 15:28,-0.44817,0.96844,4.3,0
58,1,5/6/2020 10:44,-0.20824,0.75712,13.1,0.431
58,1,5/6/2020 10:46,-0.17057,0.63065,13.1,0.433
57,1,1/31/2020 11:19,-9999,-9999,14.7,0.323
57,1,1/31/2020 11:20,-9999,-9999,14,0.324
57,1,2/20/2020 15:12,-0.41591,0.9433,4.5,0
57,1,2/20/2020 15:14,-0.55717,0.96178,4.5,0
57,1,4/3/2020 10:47,-0.26402,0.86897,14.6,0.267
57,1,4/3/2020 10:48,-0.5626,0.95607,14.42727,0.271
57,1,5/6/2020 11:43,-0.07462,0.26421,11.5,0.051
57,1,5/6/2020 11:44,-0.07547,0.19844,11.5,0.05114
56,1,1/31/2020 11:48,-0.83746,0.97769,6.6,0.018
56,1,1/31/2020 11:50,-0.99783,0.98417,6.3,0.017
56,1,2/20/2020 14:48,-1.15671,0.99028,4.6,0
56,1,2/20/2020 14:49,-1.14016,0.99123,4.6,0
56,1,4/3/2020 10:35,-0.95461,0.9855,18,0.244
