Collar,Rep,datetime,FCH4,r2,ts_2,SWC
56,1,4/3/2020 10:36,0,0,17.81364,0.24468
56,1,5/6/2020 11:30,-1.27477,0.94366,11.6,0
56,1,5/6/2020 11:31,-0.68687,0.93862,11.5,0.057
55,1,1/31/2020 12:15,-0.53106,0.96058,6.1,0
55,1,1/31/2020 12:16,-0.57828,0.96484,6,0
55,1,2/20/2020 15:16,-0.45359,0.94426,4.5,0
55,1,2/20/2020 15:17,-0.45107,0.95747,4.4,0
55,1,4/3/2020 11:01,-0.4894,0.95848,13.7,0
55,1,4/3/2020 11:02,0,0,13.7,0.32436
55,1,5/6/2020 10:58,-0.01517,0.01368,12,0.194
55,1,5/6/2020 11:00,-0.00732,0.00328,12,0.141
54,1,1/31/2020 11:53,-1.82172,0.99515,6.4,0
54,1,1/31/2020 11:55,-1.95623,0.99277,6.4,0
54,1,2/20/2020 14:52,-2.39107,0.9657,4.4,0
54,1,2/20/2020 14:53,-2.0776,0.96645,4.4,0
54,1,4/3/2020 11:11,-2.68444,0.99371,14.3,0.109
54,1,4/3/2020 11:13,-1.70928,0.9915,14.4,0.123
54,1,5/6/2020 11:24,-0.18602,0.6689,11.7,0.024
54,1,5/6/2020 11:25,-0.1734,0.6642,11.6,0.071
53,1,1/31/2020 11:59,-0.68442,0.96245,6.42273,0
53,1,1/31/2020 12:00,-0.85109,0.97874,6.3,0
53,1,2/20/2020 14:58,-0.70868,0.96563,4.4,0
53,1,2/20/2020 15:00,-0.97635,0.9791,4.4,0
53,1,4/3/2020 11:18,-0.77236,0.9303,14.9,0
53,1,4/3/2020 11:19,-0.57074,0.96452,15,0.291
53,1,7/21/1927 2:48,-0.0341,0.07848,11.6,0.077
53,1,5/6/2020 11:22,0.00661,0.00254,11.6,0.07
52,1,2/20/2020 11:09,-0.06253,0.29509,6.52727,-0.00082
52,1,2/20/2020 11:10,-0.09899,0.49554,6.3,0.001
52,1,4/3/2020 14:15,-0.09747,0.37554,17.3,0.577
52,1,4/3/2020 14:17,-0.1238,0.55937,17.3,0.577
52,1,5/7/2020 7:37,-0.00188,0.00024,10.2,0.059
52,1,5/7/2020 7:38,0.00633,0.00391,9.9,0.059
51,1,1/17/2020 10:38,-0.08887,0.5153,11.6,0.455
51,1,1/17/2020 10:39,-0.08711,0.31264,11,0.441
51,1,2/20/2020 12:34,-0.10639,0.606,4.9,0
51,1,2/20/2020 12:36,-0.10317,0.65301,4.9,0
51,1,4/3/2020 12:58,-0.02488,0.06714,17,-0.09723
51,1,4/3/2020 12:59,-0.06315,0.38723,16.8,0.498
51,1,5/7/2020 8:50,0.09085,0.40972,11.2,0.001
51,1,5/7/2020 8:51,0.07151,0.33027,11.3,0.012
50,1,1/17/2020 11:50,-0.06498,0.16475,4,0
50,1,1/17/2020 11:52,0,0,4,0
50,1,2/20/2020 10:58,-0.12553,0.58955,8.6,0.005
50,1,2/20/2020 11:00,-0.06558,0.29143,8.3,0.007
50,1,4/3/2020 14:09,-0.12553,0.64084,18,0.529
50,1,4/3/2020 14:10,-0.12607,0.56717,17.15909,0.532
50,1,5/7/2020 7:26,0.04676,0.20868,11.3,0.128
50,1,5/7/2020 7:27,0.07854,0.42079,11.3,0.118
49,1,1/17/2020 10:55,-0.02154,0.01808,5.5,0.033
49,1,1/17/2020 10:56,-0.00242,0.00089,5.4,0.027
49,1,2/20/2020 12:21,-0.00586,0.00529,5.1,0
49,1,2/20/2020 12:23,-0.02794,0.02021,5.3,0
49,1,4/3/2020 13:16,0.08808,0.3956,17.5,0.558
49,1,4/3/2020 13:18,0.08301,0.47797,17.9,0.564
49,1,5/7/2020 8:39,2.82775,0.99655,11.1,0.01
49,1,5/7/2020 8:41,2.24878,0.99415,11.2,0.009
48,1,1/30/2020 16:21,-0.58233,0.95956,5.4,0
48,1,1/30/2020 16:22,-0.61189,0.95203,5.3,0
48,1,2/20/2020 13:43,-0.25872,0.89311,5.3,0
48,1,2/20/2020 13:45,-0.43874,0.9542,5.1,0
48,1,4/3/2020 12:33,-0.15061,0.72955,16.68636,0.40886
48,1,4/3/2020 12:34,-0.22064,0.85783,16.8,0.338
48,1,5/6/2020 12:02,-0.16887,0.66202,11.52727,0.01777
48,1,5/6/2020 12:04,-0.13385,0.49419,11.3,0.064
47,1,1/30/2020 16:12,-0.28361,0.88242,6.6,0
47,1,1/30/2020 16:14,-0.3786,0.91105,6.2,0
47,1,2/20/2020 13:54,-0.427,0.95437,5,0
47,1,2/20/2020 13:55,-0.39308,0.93531,5,0
47,1,4/3/2020 12:23,-0.11611,0.59605,15.7,0.311
47,1,4/3/2020 12:24,-0.10635,0.54285,15.8,0.367
47,1,5/6/2020 12:15,-0.34639,0.87894,11.9,0.036
47,1,5/6/2020 12:16,-0.26962,0.80041,11.9,0.036
46,1,1/30/2020 16:54,-1.09729,0.98376,4.2,0
46,1,1/30/2020 16:56,0,0,4.1,0
46,1,2/20/2020 14:06,-0.54733,0.92937,5.1,0
46,1,2/20/2020 14:07,-0.70591,0.9826,5,0
46,1,4/3/2020 12:16,-0.48331,0.94714,15.75455,0.42027
46,1,4/3/2020 12:17,-0.4851,0.97732,16,0.411
46,1,5/6/2020 12:25,-0.60066,0.95061,12,0.047
46,1,5/6/2020 12:27,-0.4098,0.92358,12,0.043
45,1,1/30/2020 16:51,-1.05136,0.98068,4.3,0
45,1,1/30/2020 16:52,-1.00715,0.98436,4.2,0
45,1,2/20/2020 14:20,-0.83573,0.98962,4.5,0
45,1,2/20/2020 14:21,-0.84387,0.98552,4.5,0
45,1,4/3/2020 12:03,-0.22724,0.84127,16.2,0.44
45,1,4/3/2020 12:05,-0.31296,0.92537,16.2,0.441
45,1,5/6/2020 12:37,-0.67732,0.94723,12,0.031
45,1,5/6/2020 12:38,0,0,11.9,0.03259
44,1,1/31/2020 11:43,-0.52552,0.9467,7.2,0.006
44,1,1/31/2020 11:44,-0.56899,0.95721,7,0.006
44,1,2/20/2020 14:44,-0.75986,0.98045,4.8,0
44,1,2/20/2020 14:45,-0.71464,0.98217,4.7,0
44,1,4/3/2020 10:43,-0.61027,0.96974,15.4,0
44,1,4/3/2020 10:44,-0.88768,0.98156,14.9,0.281
44,1,5/6/2020 11:35,-0.16747,0.66741,11.5,0.052
44,1,5/6/2020 11:37,-0.09675,0.41369,11.5,0.049
43,1,1/31/2020 12:20,-0.76645,0.97296,6.1,0
43,1,1/31/2020 12:21,-0.92129,0.97952,6.1,0
43,1,2/20/2020 15:23,-0.57669,0.97937,4.3,0
43,1,2/20/2020 15:24,-0.6765,0.98325,4.3,0
43,1,4/3/2020 10:54,-0.8048,0.98379,14.04545,-0.04773
43,1,4/3/2020 10:55,-0.78609,0.94648,14,0.212
43,1,5/6/2020 10:51,-0.08762,0.45151,12.7,0.015
43,1,5/6/2020 10:53,-0.0505,0.1516,12.6,0.512
42,1,1/31/2020 12:03,-0.43544,0.94001,6.2,0
42,1,1/31/2020 12:05,-0.77265,0.95466,6.2,0
42,1,2/20/2020 15:02,-0.64609,0.97749,4.4,0
42,1,2/20/2020 15:03,-0.79251,0.9858,4.4,0
42,1,4/3/2020 11:21,-0.5513,0.97564,15.4,0.287
42,1,4/3/2020 11:23,-0.74769,0.96381,15.4,0.288
42,1,5/6/2020 11:06,-0.02373,0.03978,11.9,0.104
42,1,5/6/2020 11:07,0.00472,0.00147,11.9,0.102
41,1,1/31/2020 12:44,-1.14411,0.99058,6.2,0
41,1,1/31/2020 12:46,-1.13581,0.99126,6.2,0
41,1,2/20/2020 15:45,-1.13671,0.99108,4.3,0
41,1,2/20/2020 15:46,-0.92835,0.98659,4.3,0
41,1,4/3/2020 11:25,-0.58895,0.97623,15.5,0.306
41,1,4/3/2020 11:27,-0.62469,0.97571,15.5,0.308
41,1,5/6/2020 11:09,0.00126,0.00011,11.9,0.096
41,1,5/6/2020 11:11,0.0321,0.05619,11.9,0.086
40,1,1/30/2020 16:58,-1.24177,0.98759,4.1,0
40,1,1/30/2020 17:00,-1.13067,0.98289,4.1,0
40,1,2/20/2020 14:30,-0.76951,0.98461,4.6,0
40,1,2/20/2020 14:31,-0.84559,0.98511,4.6,0
40,1,4/3/2020 12:00,-0.82854,0.99009,15.7,0.07
40,1,4/3/2020 12:01,-0.80558,0.98368,15.8,0.358
40,1,5/6/2020 12:40,-1.2971,0.98421,11.9,0
40,1,5/6/2020 12:41,0,0,11.9,0.277
39,1,2/20/2020 14:02,-0.85837,0.9785,5.1,0
39,1,2/20/2020 14:04,-0.90328,0.96772,5.1,0
39,1,4/3/2020 12:47,-0.37806,0.93383,16.94545,0.01655
39,1,4/3/2020 12:48,-0.51807,0.97217,17.2,0.407
39,1,5/6/2020 12:22,-0.45799,0.93684,12,0
39,1,5/6/2020 12:23,-0.4581,0.94408,12,0.025
38,1,1/30/2020 16:16,-0.62194,0.96621,5.8,0
38,1,1/30/2020 16:18,-0.82591,0.98029,5.6,0
38,1,2/20/2020 13:50,-0.61042,0.96892,5.1,0
38,1,2/20/2020 13:51,-0.92671,0.99132,4.97273,0
38,1,4/3/2020 12:26,-0.62751,0.97364,15.7,0.372
38,1,4/3/2020 12:28,0,0,15.8,0.374
38,1,5/6/2020 12:11,-0.88284,0.96649,11.6,0.104
38,1,5/6/2020 12:12,-0.54821,0.96769,11.7,0.06
37,1,1/30/2020 16:29,-1.38641,0.99026,5.03182,0
37,1,1/30/2020 16:31,-1.38834,0.98764,4.9,0
37,1,4/3/2020 12:43,-0.78369,0.98076,17,0.27
37,1,4/3/2020 12:45,-0.81137,0.97629,17,0.274
37,1,5/6/2020 11:55,-2.0495,0.99131,11.6,0.03
37,1,5/6/2020 11:56,-1.4371,0.99153,11.6,0.036
36,1,1/14/2020 15:28,-0.12448,0.03616,9.3,0.002
36,1,1/14/2020 15:29,-0.08517,0.007,9.3,0.002
36,1,2/21/2020 13:02,-0.13496,0.72651,7.8,0.09
36,1,2/21/2020 13:04,-0.14234,0.64981,8.3,0.105
36,1,3/26/2020 8:55,-0.17315,0.77765,8.1,0
36,1,3/26/2020 8:57,0.05217,0.14205,8,0
36,1,5/20/2020 9:59,-0.40402,0.90727,13.3,0.345
36,1,5/20/2020 10:00,-0.33794,0.91886,13.34545,0.35023
35,1,1/14/2020 16:13,-0.24806,0.14942,9.2,0.003
35,1,1/14/2020 16:14,-0.03213,0.00196,9.08636,0.003
35,1,2/21/2020 13:29,0,0,9.5,0.197
35,1,2/21/2020 13:30,-0.14851,0.70259,9.3,0.108
35,1,3/26/2020 9:14,0.00108,0.00008,8.9,0
35,1,3/26/2020 9:15,0.00141,0.0002,9.1,0
35,1,5/20/2020 9:46,-0.05728,0.20721,13.8,0.424
35,1,5/20/2020 9:47,0,0,13.7,0.427
34,1,1/14/2020 15:58,-0.34986,0.18954,9.3,0
34,1,1/14/2020 15:59,-0.19333,0.11737,9.2,0
34,1,2/21/2020 13:42,-0.1808,0.82496,8.2,0.005
34,1,2/21/2020 13:44,-0.25769,0.8469,7.7,0.125
34,1,3/26/2020 9:32,-0.12341,0.71134,10.6,0
34,1,3/26/2020 9:33,-0.1427,0.70785,10.6,0
34,1,5/20/2020 9:32,0,0,13.96364,0.36255
34,1,5/20/2020 9:34,-0.41041,0.94598,13.8,0.232
33,1,1/14/2020 16:09,0,0,9.23182,0
33,1,1/14/2020 16:10,-0.50795,0.18018,9.2,0
33,1,2/21/2020 13:57,-0.6982,0.9105,7.4,0.228
33,1,2/21/2020 13:58,-0.44704,0.94771,7.5,0.228
33,1,3/26/2020 9:42,-0.89405,0.97652,10.6,0
33,1,3/26/2020 9:44,-0.60705,0.97652,10.4,0
33,1,5/20/2020 9:20,-1.16542,0.9798,14.4,0.183
33,1,5/20/2020 9:22,-0.84719,0.9842,14.4,0.183
32,1,1/17/2020 11:05,-0.3458,0.93792,4.3,0.006
32,1,1/17/2020 11:06,-0.51462,0.95677,4.2,0.006
32,1,2/20/2020 12:03,-0.06684,0.3159,5.32727,0
32,1,2/20/2020 12:04,0,0,5.2,0
32,1,4/3/2020 13:23,0.03349,0.15097,17.7,0.556
32,1,4/3/2020 13:25,-0.01082,0.01492,17.7,0.556
32,1,5/7/2020 8:21,0.09726,0.42097,10.8,0.009
32,1,5/7/2020 8:23,0.06619,0.27989,10.8,0.007
31,1,1/17/2020 10:44,-0.67389,0.97325,8.52727,0.17923
31,1,1/17/2020 10:46,0,0,8,0.215
31,1,2/20/2020 12:25,-0.68581,0.93803,5.5,0
31,1,2/20/2020 12:26,-0.81928,0.97324,5.4,0
31,1,4/3/2020 13:06,-0.55781,0.96798,16.7,0.28082
31,1,4/3/2020 13:07,-0.64775,0.97128,16.7,0.194
31,1,5/7/2020 8:43,0,0,11.32273,0
31,1,5/7/2020 8:45,-0.28694,0.8292,11.2,0
30,1,1/17/2020 11:24,-0.19579,0.82934,3.4,0
30,1,1/17/2020 11:25,-0.28072,0.92703,3.4,0
30,1,2/20/2020 11:34,-0.17487,0.78798,5.1,0
30,1,2/20/2020 11:35,-0.22242,0.80292,5.2,0
30,1,4/3/2020 13:48,-0.12441,0.60055,17.3,0.444
30,1,4/3/2020 13:50,-0.13281,0.68179,17.5,0.45
30,1,5/7/2020 7:57,0.04845,0.06586,10.4,0.569
30,1,5/7/2020 7:59,0.01753,0.02762,10.3,0.564
29,1,1/17/2020 11:44,0.00017,0,4,0
29,1,1/17/2020 11:45,-0.12434,0.29719,4.01818,0
29,1,2/20/2020 11:05,-0.05466,0.18783,7,0.001
29,1,2/20/2020 11:07,-0.05904,0.29251,6.71364,0
29,1,4/3/2020 14:12,-0.02688,0.07107,15.69091,0.54245
29,1,4/3/2020 14:13,-0.03675,0.08631,16.7,0.503
29,1,5/7/2020 7:34,0.20501,0.35106,10.4,0
29,1,5/7/2020 7:35,0.27521,0.87367,10.3,0.066
28,1,1/24/2020 15:06,-0.72009,0.96524,11.5,0.032
28,1,1/24/2020 15:07,-0.52605,0.93912,11.5,0.03
28,1,2/21/2020 11:35,-0.36594,0.92729,6.6,0
28,1,2/21/2020 11:37,-0.34749,0.92346,6.6,0
28,1,3/26/2020 10:45,-0.37463,0.90936,12.4,0
28,1,3/26/2020 10:47,-0.28951,0.90575,12.4,0
28,1,5/20/2020 11:06,-0.18427,0.78587,13.7,0.384
28,1,5/20/2020 11:07,-0.15491,0.75379,13.7,0.385
27,1,1/24/2020 15:51,-0.04053,0.1353,10.7,0
27,1,1/24/2020 15:53,-0.17418,0.61326,10.7,0.021
27,1,2/21/2020 10:38,0.29691,0.11978,6.7,0.105
27,1,2/21/2020 10:39,0.10673,0.55649,6.5,0.114
27,1,3/26/2020 9:58,0.29834,0.73203,10.61818,0
27,1,3/26/2020 9:59,0.17199,0.78126,10.7,0
27,1,5/20/2020 10:23,65.26914,0.8719,13.5,0
27,1,5/20/2020 10:24,21.72232,0.98924,13.4,0.65
26,1,1/24/2020 15:37,-0.07964,0.36047,10.8,0
26,1,1/24/2020 15:39,-0.30737,0.85599,11.1,0.012
26,1,2/21/2020 10:57,-0.1273,0.49151,5.8,0.012
26,1,2/21/2020 10:58,-0.14536,0.67049,5.9,0.01
26,1,3/26/2020 10:15,-0.1833,0.28167,10.8,0
26,1,3/26/2020 10:16,-0.14445,0.61579,10.8,0
26,1,5/20/2020 10:37,0,0,13.3,0.482
26,1,5/20/2020 10:38,-0.19062,0.80594,13.1,0.485
25,1,1/24/2020 15:19,-0.52681,0.97225,11,0
25,1,1/24/2020 15:20,-0.35713,0.94838,11,0
25,1,2/21/2020 11:08,-0.32402,0.91597,6.6,0
25,1,2/21/2020 11:09,-0.35936,0.85886,6.6,0
25,1,3/26/2020 10:21,-0.17532,0.6742,10.7,0
25,1,3/26/2020 10:23,-0.30043,0.92222,11.1,0
25,1,5/20/2020 10:56,-0.15875,0.70295,13.7,0.069
25,1,5/20/2020 10:58,-0.17662,0.67376,13.7,0.392
24,1,1/24/2020 15:44,-0.31719,0.8122,11,0
24,1,1/24/2020 15:46,-0.44297,0.88741,11,0
24,1,2/21/2020 11:11,-0.1704,0.7026,6.6,0
24,1,2/21/2020 11:13,-0.24526,0.89741,6.6,0
24,1,3/26/2020 10:18,0,0,10.8,0
24,1,3/26/2020 10:19,-0.19608,0.74733,10.82727,0
24,1,5/20/2020 10:33,0,0,13.1,0.447
24,1,5/20/2020 10:35,-0.15395,0.66735,13.3,0.448
23,1,1/24/2020 15:14,-0.31863,0.92551,11.1,0.013
23,1,1/24/2020 15:16,-0.20228,0.90664,11.11364,0.01118
23,1,2/21/2020 11:41,-0.09818,0.64631,6.5,0.001
23,1,2/21/2020 11:43,-0.14517,0.79011,6.4,0
23,1,3/26/2020 10:38,-0.24675,0.53079,13.3,0
23,1,3/26/2020 10:39,-0.17065,0.8321,13.04091,0
22,1,1/24/2020 15:48,-0.05743,0.21151,11,0.014
22,1,1/24/2020 15:49,-0.04833,0.19205,10.8,0.016
22,1,3/26/2020 10:01,-0.13982,0.60639,10.8,0
22,1,3/26/2020 10:03,-0.10038,0.49975,10.8,0
22,1,5/20/2020 10:26,0.05028,0.09544,13.3,0.01173
22,1,5/20/2020 10:28,-0.0078,0.00691,13.3,0.49
21,1,1/24/2020 14:54,0,0,13.79091,0.377
21,1,1/24/2020 14:55,0,0,13,0.375
21,1,2/21/2020 11:32,-0.33844,0.92206,6.86364,0.00091
21,1,2/21/2020 11:33,0,0,6.9,0.007
21,1,3/26/2020 10:48,-0.30863,0.91409,12.4,0
21,1,3/26/2020 10:50,-0.28753,0.90836,12.3,0
21,1,5/20/2020 11:09,0,0,13.7,0.142
21,1,5/20/2020 11:11,-0.30328,0.89516,13.7,0.483
20,1,1/17/2020 11:08,-1.13429,0.98419,4,0
20,1,1/17/2020 11:09,-0.87704,0.97435,4.11364,0
20,1,2/20/2020 12:11,-0.79618,0.91864,5.1,0
20,1,2/20/2020 12:12,-0.69473,0.93132,5.1,0
20,1,5/7/2020 8:25,-0.07437,0.06787,10.8,0.008
20,1,5/7/2020 8:27,-0.0778,0.25334,10.8,0.008
19,1,1/17/2020 11:37,-0.15561,0.68261,4,0
19,1,1/17/2020 11:38,-0.13899,0.5315,4.1,0
19,1,2/20/2020 11:23,-0.08209,0.30187,5.4,0
19,1,2/20/2020 11:25,-0.13629,0.64798,5.3,0
19,1,4/3/2020 14:02,-0.03565,0.10089,18.2,0.55
19,1,4/3/2020 14:03,-0.07385,0.37188,18.4,0.512
19,1,5/7/2020 7:54,0.10362,0.40607,10.3,0.035
19,1,5/7/2020 7:55,0.5834,0.94719,10.3,0.02864
18,1,1/17/2020 10:58,-0.20143,0.8179,5.2,0
18,1,1/17/2020 10:59,-0.29264,0.9223,4.9,0.005
18,1,2/20/2020 12:06,-0.25236,0.8093,5.2,0
18,1,2/20/2020 12:08,-0.2635,0.8801,5.2,0
18,1,4/3/2020 13:20,-0.02141,0.06504,18,0.112
18,1,4/3/2020 13:21,-0.11287,0.56228,17.9,0.484
18,1,5/7/2020 8:29,0.16556,0.05362,10.8,0
18,1,5/7/2020 8:30,0.13478,0.5711,10.8,0.007
17,1,1/17/2020 11:21,0.19278,0.69388,3.6,0
17,1,1/17/2020 11:22,0.22215,0.64707,3.6,0
17,1,2/20/2020 11:41,0.04034,0.17522,5.4,0
17,1,2/20/2020 11:42,0.04936,0.30715,5.3,0
17,1,4/3/2020 13:45,0.04784,0.14402,17.2,0.117
17,1,4/3/2020 13:46,-0.01577,0.01777,17.17727,0.41932
17,1,5/7/2020 8:01,0.04509,0.11284,10.3,0.013
17,1,5/7/2020 8:02,0.02015,0.02245,10.3,0.00973
16,1,1/14/2020 15:34,-0.18714,0.06234,9.2,0.002
16,1,1/14/2020 15:36,-0.17913,0.08899,9.1,0.016
16,1,2/21/2020 13:09,-0.08038,0.31104,10.2,0.079
16,1,2/21/2020 13:10,-0.05421,0.26585,10.2,0.098
16,1,3/26/2020 9:03,-0.04752,0.18024,7.8,0
16,1,3/26/2020 9:05,-0.11174,0.39411,8.4,0
16,1,5/20/2020 9:56,14.09601,0.97453,13.4,0.314
16,1,5/20/2020 9:57,13.18685,0.97826,13.4,0.327
15,1,1/14/2020 15:55,0.20008,0.06566,9.2,0
15,1,1/14/2020 15:56,0.13519,0.0286,9.2,0
15,1,2/21/2020 13:36,-0.00255,0.00047,9.1,0.112
15,1,2/21/2020 13:37,-0.01445,0.01424,9.1,0.118
15,1,3/26/2020 9:28,-0.04837,0.14792,10.7,0
15,1,3/26/2020 9:29,-0.00215,0.00054,10.7,0
15,1,5/20/2020 9:36,-0.01139,0.01608,13.8,0.449
15,1,5/20/2020 9:37,0.00604,0.00289,13.8,0.449
14,1,1/14/2020 15:41,-0.06836,0.01424,9.1,0
14,1,1/14/2020 15:43,-0.07032,0.00734,9.1,0
14,1,2/21/2020 13:19,-0.09143,0.41054,10.2,0.003
14,1,2/21/2020 13:20,-0.07153,0.15042,10.2,0.003
14,1,3/26/2020 9:10,-0.11335,0.60328,8.6,0
14,1,3/26/2020 9:12,-0.12569,0.49753,8.6,0
14,1,5/20/2020 9:49,-0.05785,0.2608,13.7,0.006
14,1,5/20/2020 9:50,-0.09564,0.47208,13.61818,0.169
13,1,1/14/2020 15:51,-0.38361,0.15552,9.2,0
13,1,1/14/2020 15:53,-0.17844,0.05152,9.2,0
13,1,2/21/2020 13:32,-0.14654,0.66395,9.2,0
13,1,2/21/2020 13:34,-0.14313,0.64269,9.2,0.044
13,1,3/26/2020 9:17,-0.22806,0.25094,9.5,0
13,1,3/26/2020 9:19,-0.23936,0.81812,9.86364,0
12,1,1/24/2020 15:34,-0.13411,0.51281,11,0.022
12,1,1/24/2020 15:35,-0.15368,0.70078,11,0.022
12,1,2/21/2020 10:53,-0.12824,0.61924,5.9,0
12,1,2/21/2020 10:55,0.04366,0.11763,5.8,0.02918
12,1,3/26/2020 10:12,0,0,11,0
12,1,3/26/2020 10:13,-0.2124,0.78628,11,0
12,1,5/20/2020 10:40,1.5251,0.49473,13.3,0.089
12,1,5/20/2020 10:42,0.92211,0.56566,13.4,0.345
11,1,1/24/2020 15:02,-0.21333,0.82182,11.9,0.021
11,1,1/24/2020 15:04,-0.12271,0.68448,11.72727,0.02755
11,1,2/21/2020 11:28,-0.10944,0.72702,6.9,0
11,1,2/21/2020 11:29,-0.10453,0.70381,7,0
11,1,3/26/2020 10:35,-0.06087,0.12071,13.1,0
11,1,3/26/2020 10:36,-0.07066,0.19354,13.3,0
11,1,5/20/2020 11:12,0.03592,0.11719,13.7,0.415
11,1,5/20/2020 11:14,0.07836,0.47077,13.7,0.414
10,1,1/24/2020 15:41,0,0,11,0.223
10,1,1/24/2020 15:42,-0.17334,0.73014,11,0.195
10,1,2/21/2020 10:46,-0.14628,0.72125,6.1,0
10,1,2/21/2020 10:48,-0.21004,0.80445,6,0.039
10,1,3/26/2020 10:05,-0.27278,0.87154,10.8,0
10,1,3/26/2020 10:06,-0.1919,0.80613,11,0
10,1,5/20/2020 10:30,-0.09675,0.47165,13.1,0.505
10,1,5/20/2020 10:31,-0.07924,0.36972,13.1,0.506
9,1,1/24/2020 15:26,-0.15034,0.72287,10.8,0
9,1,1/24/2020 15:28,-0.14159,0.75666,10.8,0.036
9,1,2/21/2020 11:18,-0.30064,0.84635,6.7,0
9,1,2/21/2020 11:19,-0.39554,0.93988,6.7,0
9,1,3/26/2020 10:28,-0.18018,0.77742,12.3,0
9,1,3/26/2020 10:29,-0.25328,0.86057,12.65909,0
9,1,5/20/2020 10:50,-0.69129,0.96869,13.7,0.062
9,1,5/20/2020 10:51,-0.61176,0.93801,13.8,0.093
8,1,1/14/2020 16:05,-0.87371,0.5037,9.2,0
8,1,1/14/2020 16:06,-0.64529,0.39456,9.2,0
8,1,2/21/2020 13:49,-0.2546,0.88083,7.4,0
8,1,2/21/2020 13:51,-0.21816,0.80605,7.3,0.086
8,1,3/26/2020 9:39,-0.39149,0.93094,10.8,0
8,1,3/26/2020 9:40,-0.37445,0.91423,10.7,0
8,1,5/20/2020 9:25,-0.33865,0.90709,14.3,0.03455
8,1,5/20/2020 9:27,-0.46632,0.94819,14.3,0.19
7,1,1/14/2020 15:48,-0.68867,0.2686,9.2,0.001
7,1,1/14/2020 15:49,-0.66254,0.36551,9.2,0
7,1,2/21/2020 13:25,-0.26494,0.87035,9.7,0.01
7,1,2/21/2020 13:27,-0.32923,0.92616,9.6,0.086
7,1,3/26/2020 9:21,-0.25314,0.53756,10.6,0
7,1,3/26/2020 9:22,-0.17063,0.57077,10.6,0
7,1,5/20/2020 9:39,-0.30453,0.87139,13.7,0.005
7,1,5/20/2020 9:41,-0.39321,0.91633,13.7,0.438
6,1,1/14/2020 15:18,-1.39193,0.75089,9.6,0
6,1,1/14/2020 15:19,-0.79086,0.56196,9.5,0
6,1,2/21/2020 12:52,-0.66089,0.95604,7.4,0
6,1,2/21/2020 12:53,-0.7198,0.97006,7.7,0
6,1,3/26/2020 8:48,-0.7126,0.97517,7.5,0
6,1,3/26/2020 8:49,-0.85202,0.98396,7.6,0
6,1,5/20/2020 10:09,-0.50329,0.94319,13.3,0.224
6,1,5/20/2020 10:10,-0.52826,0.9378,13.3,0.226
5,1,1/14/2020 15:24,-0.81102,0.63764,9.5,0
5,1,1/14/2020 15:26,-0.86725,0.5604,9.5,0.003
5,1,2/21/2020 12:59,-0.73633,0.87351,7.5,0
5,1,2/21/2020 13:00,-0.6894,0.97166,7.5,0
5,1,3/26/2020 8:52,-0.60272,0.94579,7.7,0
5,1,3/26/2020 8:53,-0.73048,0.98293,8,0
5,1,5/20/2020 10:05,-1.18697,0.9926,13.3,0.004
5,1,5/20/2020 10:07,-1.1473,0.98373,13.3,0.288
4,1,1/17/2020 11:47,-0.51165,0.90686,4.1,0
4,1,1/17/2020 11:49,-0.54231,0.86982,4,0
4,1,2/20/2020 11:02,-0.08401,0.32689,7.5,0
4,1,2/20/2020 11:04,-0.11165,0.3475,7.4,0
4,1,4/3/2020 14:05,-0.04565,0.20225,18.2,0.481
4,1,4/3/2020 14:07,-0.03833,0.1578,18.2,0.484
4,1,5/7/2020 7:29,0.12073,0.45439,11.1,0
4,1,5/7/2020 7:31,0.07555,0.31956,11,0
3,1,1/17/2020 10:48,-1.41898,0.93737,7.1,0.038
3,1,1/17/2020 10:49,-1.07422,0.93898,6.6,0.031
3,1,2/20/2020 12:15,-0.6306,0.94397,5.1,0
3,1,2/20/2020 12:16,-1.0492,0.98539,5,0
3,1,4/3/2020 13:09,-0.31077,0.92436,17,0.288
3,1,4/3/2020 13:11,-0.78203,0.98238,17,0.293
3,1,5/7/2020 8:32,-0.08238,0.33155,10.7,0.001
3,1,5/7/2020 8:34,-0.066,0.23506,10.8,0
2,1,1/17/2020 11:27,-0.29066,0.45511,3.4,0
2,1,1/17/2020 11:29,-0.18174,0.6126,3.5,0
2,1,2/20/2020 11:31,-0.23263,0.75153,5,0
2,1,2/20/2020 11:32,-0.22122,0.8326,4.97273,0
2,1,4/3/2020 13:52,-0.09166,0.36432,17.9,0.53
2,1,4/3/2020 13:53,-0.07587,0.31123,17.9,0.531
2,1,5/7/2020 7:41,0.00825,0.00617,9.9,0.053
2,1,5/7/2020 7:42,0.02168,0.03086,9.9,0.049
1,1,1/17/2020 11:12,-0.00398,0.00209,3.8,0.005
1,1,1/17/2020 11:13,-0.06134,0.30179,3.7,0.005
1,1,2/20/2020 11:52,-0.0298,0.22959,5.21364,0
1,1,2/20/2020 11:53,-0.02622,0.13877,5.1,0
1,1,4/3/2020 13:34,2.08556,0.99723,17.2,0.633
1,1,4/3/2020 13:36,1.73883,0.99715,16.8,0.633
1,1,5/7/2020 8:12,0.71456,0.91954,10.2,0.011
1,1,5/7/2020 8:13,0.43623,0.92788,10.28636,0.00873
