Collar,Rep,datetime,FCH4,r2,ts_2,SWC
33,,6/7/2019 12:08,-9999,-9999,22.6,0.359
33,,6/7/2019 12:09,-9999,-9999,22.6,0.363
33,,9/20/2019 12:54,-9999,-9999,23.9,0
33,,9/20/2019 12:56,-9999,-9999,23.9,0
33,,11/4/2019 15:51,-0.67729,0.95507,14.6,0.014
33,,11/4/2019 15:52,-0.5204,0.94093,14.7,0.316
33,,11/20/2019 15:32,-0.6285,0.93405,11.7,0
33,,11/20/2019 15:34,-0.54239,0.94323,11.7,0.013
33,,12/19/2019 13:12,-0.64212,0.97173,5.7,0
33,,12/19/2019 13:14,-0.55755,0.96971,5.6,0
32,,6/12/2019 11:52,-9999,-9999,19.76364,0.57027
32,,6/12/2019 11:54,-9999,-9999,19.7,0.569
32,,9/18/2019 8:54,-9999,-9999,21.5,0
32,,9/18/2019 8:56,-9999,-9999,21.3,0.256
32,,11/6/2019 11:20,-0.45969,0.92584,12,0.066
32,,11/6/2019 11:21,0,0,12.1,0.067
32,,11/18/2019 11:36,-0.43894,0.93703,10.3,0.013
32,,11/18/2019 11:37,0,0,10.4,0.013
32,,12/20/2019 13:32,-0.38424,0.96899,2.1,0
32,,12/20/2019 13:34,-0.35345,0.96705,2.1,0
31,,6/12/2019 10:43,-9999,-9999,21.7,0
31,,6/12/2019 10:44,-9999,-9999,21.3,0.387
31,,9/18/2019 9:28,-9999,-9999,20.9,0.112
31,,9/18/2019 9:30,-9999,-9999,21.1,0.114
31,,11/6/2019 11:45,-1.04934,0.98656,13.1,0.018
31,,11/6/2019 11:47,-1.02381,0.98866,13.1,0.057
31,,12/20/2019 14:05,-0.67593,0.97945,2.4,0
31,,12/20/2019 14:06,-0.74217,0.97489,2.4,0
30,,6/12/2019 12:18,-9999,-9999,20.3,0
30,,6/12/2019 12:20,-9999,-9999,20.5,0
30,,9/18/2019 9:54,-9999,-9999,23.5,-0.03259
30,,9/18/2019 9:55,-9999,-9999,23.5,0.239
30,,11/6/2019 10:29,-0.36302,0.91325,11.7,0.071
30,,11/6/2019 10:31,-0.43729,0.93434,11.9,0.077
30,,11/18/2019 11:02,-0.24432,0.80932,9.9,0
30,,11/18/2019 11:04,-0.27694,0.85194,9.9,0.004
30,,12/20/2019 13:06,-0.3712,0.93004,3.2,0
30,,12/20/2019 13:07,-0.33121,0.94765,3.1,0
29,,6/12/2019 12:55,-9999,-9999,21.1,0.583
29,,6/12/2019 12:56,-9999,-9999,21.5,0.583
29,,9/18/2019 7:49,-9999,-9999,21.3,0.618
29,,9/18/2019 7:51,-9999,-9999,21.3,0.619
29,,11/6/2019 10:01,0.53405,0.96918,13,0.584
29,,11/6/2019 10:03,0.48829,0.95711,12.7,0.583
29,,11/18/2019 10:28,0.9317,0.98638,11.7,0
29,,11/18/2019 10:30,0.63467,0.97722,11.2,0.032
29,,12/20/2019 12:40,0.07778,0.48176,6.6,0
28,,6/7/2019 14:49,-9999,-9999,21.7,0.426
28,,6/7/2019 14:50,-9999,-9999,21.5,0.426
28,,9/25/2019 9:34,-9999,-9999,21.1,0.285
28,,9/25/2019 9:36,-9999,-9999,21.5,0.285
28,,11/4/2019 12:47,-0.69791,0.97537,16.8,0.191
28,,11/4/2019 12:49,-0.66655,0.97623,16.8,0.193
28,,11/20/2019 12:15,-0.79603,0.97859,13.52273,-0.00341
28,,11/20/2019 12:17,-0.61865,0.96032,13.4,0.015
28,,12/19/2019 14:45,-0.53999,0.93521,4.62727,0
28,,12/19/2019 14:46,-0.53176,0.9542,4.5,0
27,,6/7/2019 15:43,-9999,-9999,21.63636,0.65777
27,,6/7/2019 15:44,-9999,-9999,21.7,0.663
27,,9/25/2019 10:22,-9999,-9999,21.9,0.738
27,,9/25/2019 10:24,-9999,-9999,21.9,0.87968
27,,11/4/2019 11:23,0.08186,0.59539,18.2,0.632
27,,11/4/2019 11:25,-0.09094,0.0439,18.4,0.632
27,,11/20/2019 10:33,-9999,-9999,14.3,0.73
27,,11/20/2019 10:34,-9999,-9999,13.8,0.735
27,,12/19/2019 13:46,-0.17943,0.47201,5.17273,0.002
27,,12/19/2019 13:47,-0.07171,0.25461,5.5,0.002
26,,6/7/2019 15:24,-9999,-9999,22.1,0.48
26,,6/7/2019 15:26,-9999,-9999,21.9,0.482
26,,9/25/2019 9:39,-9999,-9999,21.9,0
26,,9/25/2019 9:40,-9999,-9999,21.7,0.187
26,,11/4/2019 12:00,-0.09827,0.43092,17.5,0.384
26,,11/4/2019 12:01,-0.09623,0.4089,17.9,0.384
26,,11/20/2019 11:30,-0.0829,0.27656,11.6,0.026
26,,11/20/2019 11:31,-0.03148,0.04483,11.7,0.03
26,,12/19/2019 14:00,-0.18677,0.70724,5,0
26,,12/19/2019 14:01,-0.09754,0.32775,4.97727,0
25,,6/7/2019 15:04,-9999,-9999,21.7,0.408
25,,6/7/2019 15:05,-9999,-9999,21.7,0.407
25,,9/25/2019 9:44,-9999,-9999,21.9,0.069
25,,9/25/2019 9:45,-9999,-9999,21.7,0.069
25,,11/4/2019 12:10,-0.5416,0.96226,17.9,0.097
25,,11/4/2019 12:11,-0.44799,0.92159,18,0.099
25,,11/20/2019 11:40,-0.38204,0.92562,12.1,0
25,,11/20/2019 11:41,-0.44821,0.9155,12.3,0
25,,12/19/2019 14:25,-0.25297,0.86371,5.1,0
25,,12/19/2019 14:27,-0.36501,0.92739,5.2,0
24,,6/7/2019 15:29,-9999,-9999,21.9,0.513
24,,6/7/2019 15:31,-9999,-9999,21.74545,0.51077
24,,9/25/2019 10:14,-9999,-9999,21.7,0
24,,9/25/2019 10:15,-9999,-9999,21.7,0.11
24,,11/4/2019 12:04,-0.41616,0.92443,17.9,0
24,,11/4/2019 12:05,-0.3775,0.9165,17.9,0.273
24,,11/20/2019 11:36,-0.56597,0.93445,11.7,0
24,,11/20/2019 11:37,0,0,11.67273,0.01527
24,,12/19/2019 14:58,-0.60976,0.92828,4.3,0
24,,12/19/2019 14:59,-0.72568,0.96951,4.3,0
23,,9/25/2019 9:17,-9999,-9999,20.3,0.056
23,,9/25/2019 9:18,-9999,-9999,20.5,0.056
23,,11/4/2019 12:39,-0.30445,0.90897,17.5,0.238
23,,11/4/2019 12:40,-0.34275,0.94617,17.5,0.24136
23,,11/20/2019 12:04,-0.51754,0.96955,13.7,0.004
23,,11/20/2019 12:05,-0.38749,0.96073,13.8,0.00818
23,,12/19/2019 14:36,0,0,4.8,0
23,,12/19/2019 14:37,0,0,4.6,0
22,,6/7/2019 15:38,-9999,-9999,21.7,0.598
22,,6/7/2019 15:39,-9999,-9999,21.5,0.597
22,,9/25/2019 10:18,-9999,-9999,21.9,0
22,,9/25/2019 10:19,-9999,-9999,21.9,0.409
22,,11/4/2019 11:33,-0.11126,0.54375,18.8,0.466
22,,11/4/2019 11:35,-0.10443,0.49218,18.8,0.468
22,,11/20/2019 11:05,-0.04305,0.0891,11.2,0.061
22,,11/20/2019 11:06,0.00282,0.00036,11.2,0.063
22,,12/19/2019 13:53,-0.09875,0.5661,5.12727,0.00509
22,,12/19/2019 13:54,-0.11402,0.61704,4.9,0
21,,6/7/2019 14:40,-9999,-9999,22.6,0.5
21,,6/7/2019 14:42,-9999,-9999,21.9,0.503
21,,9/25/2019 10:10,-9999,-9999,21.5,0.323
21,,9/25/2019 10:11,-9999,-9999,21.5,0.325
21,,11/4/2019 12:52,-0.38153,0.94342,16.7,0.359
21,,11/4/2019 12:53,-0.47632,0.96312,16.7,0.361
21,,11/20/2019 12:19,-0.67597,0.96168,13.4,0
21,,11/20/2019 12:20,-0.49634,0.95944,13.3,0.029
21,,12/19/2019 14:48,-0.66366,0.97061,4.4,0
20,,6/12/2019 11:24,-9999,-9999,19.7,0.007
20,,6/12/2019 11:25,-9999,-9999,19.7,0.415
20,,9/18/2019 9:43,-9999,-9999,21.9,0.04
20,,9/18/2019 9:44,-9999,-9999,22.1,0.04
20,,11/6/2019 11:57,-1.27435,0.97604,13.5,0.012
20,,11/6/2019 11:59,0,0,13.7,0.02
20,,11/18/2019 14:39,-1.13728,0.97424,11,0
20,,11/18/2019 14:40,-0.90061,0.98074,10.8,0.009
20,,12/20/2019 13:44,-0.66245,0.98109,2.2,0
20,,12/20/2019 13:45,-0.63443,0.96179,2.2,0
19,,6/12/2019 12:31,-9999,-9999,20.7,0.501
19,,6/12/2019 12:33,-9999,-9999,20.7,0.5
19,,9/18/2019 8:23,-9999,-9999,21.3,0.343
19,,9/18/2019 8:24,-9999,-9999,21.3,0.353
19,,11/6/2019 10:38,-0.22702,0.66783,12,0.04541
19,,11/6/2019 10:39,-0.13339,0.49752,12.1,0.095
19,,11/18/2019 10:54,-0.16171,0.60712,10.3,0.012
19,,11/18/2019 10:56,-0.15775,0.57654,10.3,0.014
19,,12/20/2019 12:52,-0.15504,0.77902,3.53182,0
19,,12/20/2019 12:54,-0.18799,0.80912,3.4,0
18,,6/12/2019 11:20,-9999,-9999,19.5,-0.05173
18,,6/12/2019 11:22,-9999,-9999,19.5,0.419
18,,9/18/2019 9:37,-9999,-9999,21.47273,-0.02127
18,,9/18/2019 9:39,-9999,-9999,21.7,0.157
18,,11/6/2019 11:53,-0.22613,0.82807,13.3,0
18,,11/6/2019 11:55,-0.2091,0.78829,13.4,0.042
18,,11/18/2019 14:34,-0.2707,0.78369,11.2,0
18,,11/18/2019 14:35,-0.19304,0.71243,11.1,0.02
18,,12/20/2019 13:48,-0.37123,0.94941,2.2,0
18,,12/20/2019 13:49,-0.27135,0.92738,2.1,0
17,,6/12/2019 12:05,-9999,-9999,19.5,0.465
17,,6/12/2019 12:06,-9999,-9999,19.7,0.463
17,,9/18/2019 8:27,-9999,-9999,21.3,0.043
17,,9/18/2019 8:29,-9999,-9999,21.7,0.224
17,,11/6/2019 10:51,0.71993,0.93653,12,0.07527
17,,11/6/2019 10:52,0.60585,0.96111,12,0.074
17,,11/18/2019 11:11,0.9987,0.96983,10.1,0.002
17,,11/18/2019 11:12,0.89701,0.98073,10.1,0.004
17,,12/20/2019 13:13,0.39562,0.7955,2.9,0
17,,12/20/2019 13:14,0.4923,0.95702,2.9,0
16,,6/7/2019 10:55,-9999,-9999,22.4,0.433
16,,6/7/2019 10:57,-9999,-9999,22.1,0.431
16,,9/20/2019 13:43,-9999,-9999,23,0
16,,9/20/2019 13:45,-9999,-9999,23,0.224
16,,11/4/2019 14:53,-0.09136,0.53675,15.8,0.407
16,,11/4/2019 14:55,-0.1092,0.6589,15.8,0.401
16,,11/20/2019 14:35,-0.16462,0.73038,14.6,0.513
16,,11/20/2019 14:37,-0.0953,0.53577,14.3,0.514
16,,12/19/2019 12:22,-0.14517,0.73647,6.3,0
16,,12/19/2019 12:23,-0.19401,0.79351,6.4,0.002
15,,6/7/2019 11:40,-9999,-9999,21.5,0.351
15,,6/7/2019 11:42,-9999,-9999,21.7,0.352
15,,9/20/2019 13:10,-9999,-9999,23.7,0.105
15,,9/20/2019 13:12,-9999,-9999,23.7,0.358
15,,11/4/2019 15:25,-0.02699,0.06411,15.31818,0.08018
15,,11/4/2019 15:27,-0.03041,0.07714,15.2,0.197
15,,12/19/2019 12:50,-0.00475,0.00157,6.6,0
15,,12/19/2019 12:51,-0.03869,0.06523,6.37273,0
14,,6/7/2019 11:13,-9999,-9999,21.7,0.237
14,,6/7/2019 11:15,-9999,-9999,21.7,0.238
14,,9/20/2019 13:35,-9999,-9999,23.5,0.392
14,,9/20/2019 13:37,-9999,-9999,23.3,0.39
14,,11/4/2019 15:05,-0.0562,0.40284,15.7,0.016
14,,11/4/2019 15:06,-0.10473,0.69283,15.7,0.277
14,,11/20/2019 14:47,-0.04883,0.14277,13.3,0.037
14,,11/20/2019 14:49,-0.08846,0.54229,13,0.036
14,,12/19/2019 12:32,-0.20925,0.79468,7.5,0
14,,12/19/2019 12:34,0,0,7.3,0
13,,9/20/2019 13:27,-9999,-9999,23.5,0.383
13,,9/20/2019 13:29,-9999,-9999,23.5,0.39
13,,11/4/2019 15:13,-0.16375,0.81887,15.5,0.016
13,,11/4/2019 15:14,-0.13222,0.73596,15.4,0.27482
13,,11/20/2019 14:56,-0.09527,0.40853,12.7,0.051
13,,11/20/2019 14:57,-0.13517,0.56211,12.7,0.054
13,,12/19/2019 12:39,-0.1214,0.53627,7,0
13,,12/19/2019 12:41,-0.16726,0.68813,6.9,0
12,,6/7/2019 15:20,-9999,-9999,21.9,0.36
12,,6/7/2019 15:21,-9999,-9999,22.1,0.361
12,,9/25/2019 9:59,-9999,-9999,21.7,0.134
12,,9/25/2019 10:01,-9999,-9999,21.5,0.407
12,,11/4/2019 11:46,0.16498,0.72763,19.03636,0.31564
12,,11/4/2019 11:48,0.19099,0.71166,18.9,0.452
12,,11/20/2019 11:17,0.01857,0.02531,11.3,0.06
12,,11/20/2019 11:19,0.03257,0.06443,11.5,0.048
12,,12/19/2019 14:06,-0.00249,0.00055,5.3,0.002
12,,12/19/2019 14:07,-0.16639,0.61146,5.2,0.002
11,,6/7/2019 14:45,-9999,-9999,21.9,0.497
11,,6/7/2019 14:46,-9999,-9999,21.7,0.497
11,,9/25/2019 9:28,-9999,-9999,20.9,0.367
11,,9/25/2019 9:30,-9999,-9999,21.1,0.369
11,,11/4/2019 12:35,0,0,17.5,0.259
11,,11/4/2019 12:36,0,0,17.7,0.27
11,,11/20/2019 11:59,-0.25383,0.8992,13.4,0.00759
11,,11/20/2019 12:01,-0.27573,0.8914,13.5,0.008
11,,12/19/2019 14:55,-0.21871,0.89559,4.2,0
11,,12/19/2019 14:56,-0.13932,0.56673,4.2,0
10,,6/7/2019 15:33,-9999,-9999,21.7,0.003
10,,6/7/2019 15:35,-9999,-9999,21.5,0.589
10,,9/25/2019 10:05,-9999,-9999,21.3,0
10,,9/25/2019 10:07,-9999,-9999,21.5,0.406
10,,11/4/2019 11:38,-0.07745,0.38302,18.4,0.527
10,,11/4/2019 11:39,-0.09235,0.45195,18.2,0.51882
10,,11/20/2019 11:09,-0.03059,0.04605,11.1,0
10,,11/20/2019 11:10,-0.03042,0.04656,11.2,0.052
10,,12/19/2019 13:56,-0.12996,0.65251,4.9,0
10,,12/19/2019 13:58,-0.21698,0.8183,4.9,0.002
9,,6/7/2019 15:12,-9999,-9999,21.65455,-0.10364
9,,6/7/2019 15:13,-9999,-9999,21.7,0.456
9,,9/25/2019 9:51,-9999,-9999,21.9,0
9,,9/25/2019 9:53,-9999,-9999,21.9,0.086
9,,11/4/2019 12:18,-0.17866,0.80809,17.7,0.158
9,,11/4/2019 12:19,-0.14005,0.70284,17.7,0.15832
9,,11/20/2019 11:47,0.00537,0.00287,13,0.035
9,,11/20/2019 11:49,-0.06184,0.24943,13,0.039
9,,12/19/2019 14:19,-0.17846,0.56657,5,0
9,,12/19/2019 14:20,-0.22968,0.8079,5,0
8,,6/7/2019 11:59,-9999,-9999,22.4,0.219
8,,6/7/2019 12:00,-9999,-9999,22.4,0.219
8,,9/20/2019 12:50,-9999,-9999,24.36364,0.18118
8,,9/20/2019 12:52,-9999,-9999,24.2,0.186
8,,11/4/2019 15:44,-0.24115,0.87903,14.6,0
8,,11/4/2019 15:45,-0.21006,0.76732,14.64091,0.26605
8,,11/20/2019 15:25,0.44032,0.92577,11.7,0.018
8,,11/20/2019 15:26,0.10017,0.52023,11.7,0.016
8,,12/19/2019 13:05,-0.16702,0.67827,5.8,0
8,,12/19/2019 13:06,-0.16996,0.84436,5.7,0
7,,6/7/2019 11:31,-9999,-9999,21.3,0.482
7,,6/7/2019 11:33,-9999,-9999,21.3,0.485
7,,9/20/2019 13:22,-9999,-9999,23.5,0.268
7,,9/20/2019 13:24,-9999,-9999,23.5,0
7,,11/4/2019 15:17,-0.13165,0.70738,15.4,0.357
7,,11/4/2019 15:18,-0.10606,0.47938,15.4,0.362
7,,11/20/2019 15:00,-0.04393,0.14007,12.6,0.052
7,,11/20/2019 15:01,0,0,12.6,0.052
7,,12/19/2019 12:43,-0.18562,0.76877,6.7,0
7,,12/19/2019 12:44,-0.21881,0.83175,6.6,0
6,,6/7/2019 10:33,-9999,-9999,21.9,0
6,,6/7/2019 10:34,-9999,-9999,22.1,0.155
6,,9/20/2019 13:59,-9999,-9999,25.1,0.169
6,,9/20/2019 14:00,-9999,-9999,24.9,0.167
6,,11/4/2019 14:31,0,0,18.24545,-0.04773
6,,11/4/2019 14:33,-0.71153,0.97657,18,0.21
6,,11/20/2019 14:10,-9999,-9999,15.4,0.029
6,,11/20/2019 14:11,-9999,-9999,15.4,0.029
6,,12/19/2019 12:05,-0.78376,0.96035,5.1,0.005
6,,12/19/2019 12:06,0,0,5.1,0.001
5,,6/7/2019 10:42,-9999,-9999,22.1,0
5,,6/7/2019 10:43,-9999,-9999,22.1,0.308
5,,9/20/2019 13:55,-9999,-9999,25.9,0.323
5,,9/20/2019 13:56,-9999,-9999,25.6,0.313
5,,11/4/2019 14:39,-0.2289,0.85547,17.3,0.153
5,,11/4/2019 14:40,-0.35765,0.92293,17.2,0.159
5,,11/20/2019 14:23,0,0,15,0.048
5,,11/20/2019 14:25,-0.28997,0.93974,15.01364,0.067
5,,12/19/2019 12:12,-0.18344,0.80105,5.3,0
5,,12/19/2019 12:13,-0.26765,0.87916,5.3,0
4,,6/12/2019 12:46,-9999,-9999,20.9,0.007
4,,6/12/2019 12:47,-9999,-9999,20.9,0.448
4,,9/18/2019 7:36,-9999,-9999,21.1,0.323
4,,9/18/2019 7:37,-9999,-9999,21.1,0.323
4,,11/6/2019 10:13,-1.00575,0.93756,12,0.074
4,,11/6/2019 10:14,-0.64455,0.94787,11.9,0.259
4,,11/18/2019 10:36,-0.60903,0.90108,10.6,0.01
4,,11/18/2019 10:38,-0.6784,0.94745,10.6,0.01
4,,12/20/2019 12:33,-0.64007,0.96584,8.33636,0
4,,12/20/2019 12:35,-0.74027,0.97218,7.7,0
3,,6/12/2019 10:56,-9999,-9999,19.7,0
3,,6/12/2019 10:58,-9999,-9999,19.7,0
3,,9/18/2019 9:33,-9999,-9999,21.3,0.09
3,,9/18/2019 9:34,-9999,-9999,21.3,0.09
3,,11/6/2019 11:50,-1.3246,0.98571,13.1,-0.003
3,,11/6/2019 11:51,-1.09291,0.98927,13.1,0.025
3,,12/20/2019 13:51,-0.46258,0.88395,2,0
3,,12/20/2019 13:53,-0.66487,0.97785,2,0
2,,9/18/2019 9:49,-9999,-9999,23,0.33
2,,9/18/2019 9:50,-9999,-9999,23.3,0.331
2,,11/6/2019 10:25,-0.80139,0.96191,11.7,0.24155
2,,11/6/2019 10:26,-0.4342,0.67234,11.7,0.242
2,,11/18/2019 10:46,-0.53697,0.9227,10.3,0.009
2,,11/18/2019 10:47,-0.48194,0.9208,10.3,0.011
2,,12/20/2019 13:02,-0.34681,0.80162,3.41364,0
2,,12/20/2019 13:04,-0.27898,0.9253,3.2,0
1,,6/12/2019 11:47,-9999,-9999,20.3,0.604
1,,6/12/2019 11:49,-9999,-9999,20.1,0.603
1,,9/18/2019 8:41,-9999,-9999,21.7,0
1,,9/18/2019 8:43,-9999,-9999,21.7,0.676
1,,11/6/2019 11:07,0.66841,0.97776,12.1,0
1,,11/6/2019 11:09,0.91756,0.98287,12.1,0.085
1,,11/18/2019 11:24,0.22335,0.80997,10.3,0.024
1,,11/18/2019 11:26,0.20319,0.84989,10.2,0.024
1,,12/20/2019 13:23,-0.07121,0.48691,2.8,0
1,,12/20/2019 13:24,-0.08575,0.59156,2.8,0
